**********
SEED 1
**********
Iteration 1	 Training error: 0.0304545
Iteration 2	 Training error: 0.0304268
Iteration 3	 Training error: 0.0304069
Iteration 4	 Training error: 0.0303936
Iteration 5	 Training error: 0.0303869
Iteration 6	 Training error: 0.0303835
Iteration 7	 Training error: 0.0303801
Iteration 8	 Training error: 0.0303752
Iteration 9	 Training error: 0.0303689
Iteration 10	 Training error: 0.0303618
Iteration 11	 Training error: 0.0303545
Iteration 12	 Training error: 0.0303474
Iteration 13	 Training error: 0.0303406
Iteration 14	 Training error: 0.0303344
Iteration 15	 Training error: 0.0303286
Iteration 16	 Training error: 0.0303233
Iteration 17	 Training error: 0.0303185
Iteration 18	 Training error: 0.0303142
Iteration 19	 Training error: 0.0303103
Iteration 20	 Training error: 0.0303067
Iteration 21	 Training error: 0.0303035
Iteration 22	 Training error: 0.0303006
Iteration 23	 Training error: 0.030298
Iteration 24	 Training error: 0.0302956
Iteration 25	 Training error: 0.0302935
Iteration 26	 Training error: 0.0302915
Iteration 27	 Training error: 0.0302897
Iteration 28	 Training error: 0.0302881
Iteration 29	 Training error: 0.0302866
Iteration 30	 Training error: 0.0302852
Iteration 31	 Training error: 0.0302839
Iteration 32	 Training error: 0.0302828
Iteration 33	 Training error: 0.0302817
Iteration 34	 Training error: 0.0302806
Iteration 35	 Training error: 0.0302797
Iteration 36	 Training error: 0.0302788
Iteration 37	 Training error: 0.030278
Iteration 38	 Training error: 0.0302772
Iteration 39	 Training error: 0.0302764
Iteration 40	 Training error: 0.0302757
Iteration 41	 Training error: 0.0302751
Iteration 42	 Training error: 0.0302744
Iteration 43	 Training error: 0.0302738
Iteration 44	 Training error: 0.0302733
Iteration 45	 Training error: 0.0302727
Iteration 46	 Training error: 0.0302722
Iteration 47	 Training error: 0.0302717
Iteration 48	 Training error: 0.0302712
Iteration 49	 Training error: 0.0302707
Iteration 50	 Training error: 0.0302702
Iteration 51	 Training error: 0.0302698
Iteration 52	 Training error: 0.0302693
Iteration 53	 Training error: 0.0302689
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.0302685
NETWORK WEIGHTS
===============
Layer 1 weights:
0 -- 0.161369 
0.0909091 -- 0.164287 
0.181818 -- 0.172043 
0.181818 -- 0.172903 
0 -- 0.169411 
0.181818 -- 0.184765 
0.181818 -- 0.183016 
0.181818 -- 0.137661 
0.272727 -- 0.149877 
0 -- 0.180384 
0 -- 0.180453 
0 -- 0.162764 
0.0909091 -- 0.180172 
0.0909091 -- 0.158609 
0 -- 0.194052 
0 -- 0.152937 
0.363636 -- 0.173224 
0 -- 0.155771 
0 -- 0.165321 
0.181818 -- 0.182033 
0.272727 -- 0.161843 
0.272727 -- 0.155908 
0.0909091 -- 0.164731 
0 -- 0.178155 
0 -- 0.180887 
0.545455 -- 0.163204 
0.181818 -- 0.183471 
0 -- 0.160933 
0 -- 0.177412 
0 -- 0.180691 
0.181818 -- 0.193114 
0.272727 -- 0.177283 
0.0909091 -- 0.193143 
0.363636 -- 0.176028 
0.181818 -- 0.18334 
0.454545 -- 0.167232 
0.272727 -- 0.176825 
0.181818 -- 0.180228 
0 -- 0.160548 
0 -- 0.181597 
0.181818 -- 0.171056 
0 -- 0.166202 
0 -- 0.171855 
0.545455 -- 0.191132 
0.0909091 -- 0.163289 
0 -- 0.171482 
0 -- 0.181666 
0.181818 -- 0.162121 
0 -- 0.183494 
0.181818 -- 0.180338 
0 -- 0.192362 
0 -- 0.179447 
0.181818 -- 0.180495 
0 -- 0.16074 
0.0909091 -- 0.180681 
0 -- 0.161471 
0.181818 -- 0.158537 
0.272727 -- 0.16497 
0 -- 0.167411 
0.363636 -- 0.179381 
0.0909091 -- 0.163793 
0.181818 -- 0.178693 
0 -- 0.18215 
0 -- 0.14122 
0.545455 -- 0.180039 
0.636364 -- 0.174259 
0.454545 -- 0.145348 
0.181818 -- 0.191906 
0 -- 0.167546 
0 -- 0.181632 
0.0909091 -- 0.177065 
0 -- 0.179233 
0.272727 -- 0.148768 
0 -- 0.161617 
0.181818 -- 0.160829 
0.272727 -- 0.159904 
0.272727 -- 0.161461 
0.181818 -- 0.166788 
0.0909091 -- 0.160891 
0.363636 -- 0.159075 
0.181818 -- 0.160735 
0 -- 0.167648 
0.363636 -- 0.172902 
0.0909091 -- 0.156482 
0.0909091 -- 0.169928 
0.272727 -- 0.19187 
0.0909091 -- 0.161338 
0 -- 0.159117 
0.181818 -- 0.156726 
0.272727 -- 0.141434 
0.272727 -- 0.192525 
0.272727 -- 0.161604 
0.818182 -- 0.148295 
0.454545 -- 0.176389 
0 -- 0.162253 
0.0909091 -- 0.179719 
0.636364 -- 0.167739 
0.181818 -- 0.181969 
0.363636 -- 0.166261 
0.0909091 -- 0.152868 
0 -- 0.179344 
0.363636 -- 0.152725 
0.454545 -- 0.179628 
0 -- 0.180492 
0.363636 -- 0.180538 
0 -- 0.159381 
0.181818 -- 0.178521 
0 -- 0.165959 
0.0909091 -- 0.170845 
0 -- 0.178932 
0.0909091 -- 0.163938 
0.181818 -- 0.173154 
0.545455 -- 0.180464 
0 -- 0.168325 
0.363636 -- 0.181919 
0.181818 -- 0.168056 
0 -- 0.171046 
0.272727 -- 0.161615 
0.0909091 -- 0.171001 
0 -- 0.16572 
0.181818 -- 0.180268 
0.272727 -- 0.150392 
0 -- 0.191952 
0 -- 0.160623 
0.0909091 -- 0.18476 
0.363636 -- 0.156833 
0 -- 0.184802 
0.0909091 -- 0.161823 
0.454545 -- 0.171493 
0 -- 0.144324 
0.272727 -- 0.178191 
0.545455 -- 0.182253 
0.181818 -- 0.163442 
0.636364 -- 0.180271 
0 -- 0.159513 
0 -- 0.177131 
0.272727 -- 0.178897 
0 -- 0.183412 
0.181818 -- 0.164769 
0.181818 -- 0.165987 
0.181818 -- 0.162241 
0.454545 -- 0.166611 
0 -- 0.166776 
0.363636 -- 0.171597 
0.0909091 -- 0.162517 
0.363636 -- 0.16208 
0 -- 0.179884 
0.0909091 -- 0.156519 
0.0909091 -- 0.16185 
0.0909091 -- 0.168847 
0 -- 0.178217 
0.272727 -- 0.160178 
0.363636 -- 0.157404 
0.0909091 -- 0.17079 
0 -- 0.174206 
0 -- 0.17806 
0 -- 0.164111 
0.181818 -- 0.163405 
0 -- 0.170128 
0.0909091 -- 0.163496 
0.0909091 -- 0.181028 
0.0909091 -- 0.176685 
0 -- 0.162536 
0.454545 -- 0.158039 
0.181818 -- 0.174502 
0.181818 -- 0.171108 
0.0909091 -- 0.163139 
0.272727 -- 0.145697 
0.0909091 -- 0.153763 
0 -- 0.169642 
0.181818 -- 0.172184 
0 -- 0.160978 
0 -- 0.163144 
0.181818 -- 0.191997 
0 -- 0.164606 
0.181818 -- 0.164496 
0.272727 -- 0.182137 
0.181818 -- 0.157881 
0 -- 0.14916 
0.181818 -- 0.152338 
0.272727 -- 0.170162 
0.0909091 -- 0.192394 
0.0909091 -- 0.15548 
0.272727 -- 0.173309 
0.0909091 -- 0.173947 
0 -- 0.171945 
0.272727 -- 0.181679 
0.181818 -- 0.177009 
0 -- 0.181439 
0.0909091 -- 0.175388 
0.0909091 -- 0.173844 
0 -- 0.158594 
0 -- 0.186439 
0 -- 0.176707 
0.363636 -- 0.17599 
0 -- 0.178126 
0.0909091 -- 0.156313 
0 -- 0.185095 
0 -- 0.150666 
0 -- 0.15515 
0.0909091 -- 0.184071 
0.181818 -- 0.181683 
0 -- 0.171334 
0.0909091 -- 0.180323 
0.272727 -- 0.168685 
0.181818 -- 0.179978 
0.181818 -- 0.18679 
0.272727 -- 0.17881 
0.727273 -- 0.161985 
0.272727 -- 0.161874 
0.181818 -- 0.163149 
0.0909091 -- 0.182395 
0.0909091 -- 0.184755 
0.272727 -- 0.148817 
0.0909091 -- 0.162962 
0 -- 0.163626 
0.454545 -- 0.17987 
0 -- 0.172669 
0.181818 -- 0.148174 
0.181818 -- 0.180204 
0.181818 -- 0.154475 
0 -- 0.178579 
0.181818 -- 0.192338 
0 -- 0.181344 
0.545455 -- 0.180359 
0 -- 0.164433 
0.181818 -- 0.166213 
0.272727 -- 0.162683 
0.181818 -- 0.163451 
0.636364 -- 0.180429 
0.272727 -- 0.179612 
0.181818 -- 0.142446 
0 -- 0.173485 
0.272727 -- 0.160746 
0.454545 -- 0.180644 
0.363636 -- 0.166143 
0 -- 0.193548 
0.181818 -- 0.15692 
0.181818 -- 0.156569 
0 -- 0.158194 
0.0909091 -- 0.134129 
0.0909091 -- 0.172143 
0.0909091 -- 0.161429 
0.0909091 -- 0.153107 
0.0909091 -- 0.169376 
0.545455 -- 0.176346 
0.0909091 -- 0.160238 
0.181818 -- 0.178163 
0.181818 -- 0.181949 
0.454545 -- 0.177165 
0.0909091 -- 0.165012 
0.0909091 -- 0.170342 
0 -- 0.150353 
0.181818 -- 0.148906 
0.272727 -- 0.142863 
0.0909091 -- 0.159621 
0.636364 -- 0.179886 
0 -- 0.178786 
0.181818 -- 0.16089 
0.545455 -- 0.1699 
0.454545 -- 0.182959 
0.454545 -- 0.162169 
0.181818 -- 0.164846 
0.0909091 -- 0.182488 
0.0909091 -- 0.161285 
0.0909091 -- 0.171239 
0 -- 0.178852 
0 -- 0.191999 
0.181818 -- 0.161263 
0.454545 -- 0.174451 
0 -- 0.169987 
0.181818 -- 0.192308 
0 -- 0.165589 
0.0909091 -- 0.171389 
0.272727 -- 0.172397 
0 -- 0.159926 
0 -- 0.162493 
0.181818 -- 0.181471 
0.272727 -- 0.156152 
0 -- 0.167151 
0.363636 -- 0.161216 
0.272727 -- 0.161025 
0 -- 0.144289 
0.272727 -- 0.167072 
0 -- 0.144396 
0.181818 -- 0.178472 
0 -- 0.180148 
0.363636 -- 0.174494 
0.0909091 -- 0.154483 
0.0909091 -- 0.190579 
0.454545 -- 0.183344 
0.181818 -- 0.135625 
0.0909091 -- 0.185092 
0 -- 0.153246 
0.272727 -- 0.168703 
0.0909091 -- 0.166037 
0 -- 0.182996 
0 -- 0.165295 
0 -- 0.162265 
0.363636 -- 0.18396 
0 -- 0.163533 
0 -- 0.141583 
0.181818 -- 0.148177 
0.0909091 -- 0.160173 
0.181818 -- 0.148264 
0 -- 0.164857 
0.0909091 -- 0.164823 
0.454545 -- 0.178539 
0.0909091 -- 0.181002 
0 -- 0.161344 
0.0909091 -- 0.147094 
0 -- 0.164022 
0.272727 -- 0.184763 
0 -- 0.166765 
0.181818 -- 0.154732 
0.0909091 -- 0.167324 
0.272727 -- 0.160739 
0.0909091 -- 0.172671 
0.363636 -- 0.163693 
0 -- 0.155126 
0.454545 -- 0.173207 
0.181818 -- 0.169951 
0.272727 -- 0.173023 
0.363636 -- 0.157182 
0.0909091 -- 0.180476 
0.0909091 -- 0.178415 
0.0909091 -- 0.162347 
0.454545 -- 0.150567 
0 -- 0.170182 
0.545455 -- 0.19057 
0.0909091 -- 0.191241 
0.0909091 -- 0.146675 
0 -- 0.145143 
0 -- 0.162619 
0.0909091 -- 0.172651 
0.181818 -- 0.194022 
0.181818 -- 0.180874 
0 -- 0.192372 
0 -- 0.171181 
0.0909091 -- 0.179997 
0 -- 0.162327 
0.545455 -- 0.170747 
0.0909091 -- 0.172632 
0.545455 -- 0.192926 
0.181818 -- 0.148467 
0.181818 -- 0.162982 
0.0909091 -- 0.188096 
0.181818 -- 0.167316 
0.181818 -- 0.15572 
0.0909091 -- 0.193148 
0 -- 0.163092 
0.181818 -- 0.163368 
0.272727 -- 0.152585 
0 -- 0.153161 
0 -- 0.180228 
0 -- 0.179719 
0.181818 -- 0.14851 
0.181818 -- 0.178438 
0.272727 -- 0.184767 
0.454545 -- 0.159046 
0.0909091 -- 0.159496 
0.636364 -- 0.177762 
0 -- 0.161521 
0.545455 -- 0.149387 
0.181818 -- 0.183438 
0.272727 -- 0.180523 
0.363636 -- 0.176131 
0 -- 0.177935 
0.272727 -- 0.171647 
0.0909091 -- 0.158801 
0.0909091 -- 0.156764 
0 -- 0.152796 
0 -- 0.147482 
0.0909091 -- 0.192303 
0.0909091 -- 0.162554 
0.181818 -- 0.154994 
0.272727 -- 0.161097 
0.181818 -- 0.159708 
0.181818 -- 0.154201 
0 -- 0.180456 
0 -- 0.182811 
0.0909091 -- 0.191115 
0 -- 0.182208 
0 -- 0.162233 
0.545455 -- 0.178391 
0.272727 -- 0.172159 
0.0909091 -- 0.17264 
0.0909091 -- 0.157911 
0 -- 0.163257 
0.363636 -- 0.165043 
0 -- 0.145214 
0.0909091 -- 0.17812 
0 -- 0.178158 
0 -- 0.161367 
0.181818 -- 0.180857 
0.181818 -- 0.172222 
0.363636 -- 0.17511 
0.181818 -- 0.193772 
0.181818 -- 0.178766 
0.363636 -- 0.163073 
0.272727 -- 0.142248 
0.0909091 -- 0.170179 
0 -- 0.145172 
0 -- 0.183463 
0.181818 -- 0.160446 
0.0909091 -- 0.178165 
0 -- 0.161704 
0 -- 0.165328 
0 -- 0.171941 
0.0909091 -- 0.159384 
0 -- 0.16995 
0 -- 0.165209 
We end!! => Final test error: 0.0274185
**********
SEED 2
**********
Iteration 1	 Training error: 0.0303411
Iteration 2	 Training error: 0.0303245
Iteration 3	 Training error: 0.0303163
Iteration 4	 Training error: 0.0303115
Iteration 5	 Training error: 0.030308
Iteration 6	 Training error: 0.0303052
Iteration 7	 Training error: 0.0303025
Iteration 8	 Training error: 0.0302999
Iteration 9	 Training error: 0.0302974
Iteration 10	 Training error: 0.030295
Iteration 11	 Training error: 0.0302927
Iteration 12	 Training error: 0.0302904
Iteration 13	 Training error: 0.0302882
Iteration 14	 Training error: 0.0302861
Iteration 15	 Training error: 0.0302841
Iteration 16	 Training error: 0.0302821
Iteration 17	 Training error: 0.0302802
Iteration 18	 Training error: 0.0302783
Iteration 19	 Training error: 0.0302765
Iteration 20	 Training error: 0.0302748
Iteration 21	 Training error: 0.0302731
Iteration 22	 Training error: 0.0302715
Iteration 23	 Training error: 0.03027
Iteration 24	 Training error: 0.0302684
Iteration 25	 Training error: 0.030267
Iteration 26	 Training error: 0.0302655
Iteration 27	 Training error: 0.0302642
Iteration 28	 Training error: 0.0302628
Iteration 29	 Training error: 0.0302615
Iteration 30	 Training error: 0.0302603
Iteration 31	 Training error: 0.0302591
Iteration 32	 Training error: 0.0302579
Iteration 33	 Training error: 0.0302567
Iteration 34	 Training error: 0.0302556
Iteration 35	 Training error: 0.0302545
Iteration 36	 Training error: 0.0302535
Iteration 37	 Training error: 0.0302525
Iteration 38	 Training error: 0.0302515
Iteration 39	 Training error: 0.0302505
Iteration 40	 Training error: 0.0302495
Iteration 41	 Training error: 0.0302486
Iteration 42	 Training error: 0.0302477
Iteration 43	 Training error: 0.0302469
Iteration 44	 Training error: 0.030246
Iteration 45	 Training error: 0.0302452
Iteration 46	 Training error: 0.0302444
Iteration 47	 Training error: 0.0302436
Iteration 48	 Training error: 0.0302428
Iteration 49	 Training error: 0.0302421
Iteration 50	 Training error: 0.0302413
Iteration 51	 Training error: 0.0302406
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.0302399
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: -0.828691 0.890476 -0.784255 -0.741822 
 Neuron 1: -1.0473 -0.213701 1.43997 -1.1356 

Layer 2 weights:
 Neuron 0: -1.65919 -0.428942 0.506182 

Desired output Vs Obtained output (test)
=========================================
0.0909091 -- 0.163634 
0.0909091 -- 0.16688 
0.272727 -- 0.163452 
0.0909091 -- 0.175828 
0.272727 -- 0.185534 
0 -- 0.17894 
0.363636 -- 0.172446 
0 -- 0.161118 
0.272727 -- 0.175768 
0.0909091 -- 0.183065 
0.181818 -- 0.180602 
0 -- 0.145536 
0.636364 -- 0.165103 
0 -- 0.161498 
0.272727 -- 0.159821 
0 -- 0.159836 
0.363636 -- 0.174441 
0.0909091 -- 0.162991 
0.0909091 -- 0.160132 
0.272727 -- 0.183242 
0 -- 0.161673 
0 -- 0.164766 
0.636364 -- 0.164878 
0.363636 -- 0.16131 
0.454545 -- 0.161184 
0.272727 -- 0.162019 
0.0909091 -- 0.160201 
0.0909091 -- 0.183476 
0.272727 -- 0.174265 
0.0909091 -- 0.14703 
0 -- 0.206199 
0.181818 -- 0.157604 
0.363636 -- 0.16882 
0.181818 -- 0.168163 
0.181818 -- 0.145073 
0 -- 0.148371 
0 -- 0.174165 
0 -- 0.160605 
0.272727 -- 0.160907 
0 -- 0.165846 
0.0909091 -- 0.16307 
0.0909091 -- 0.162214 
0.272727 -- 0.1594 
0.363636 -- 0.159422 
0.272727 -- 0.156445 
0.0909091 -- 0.164503 
0.0909091 -- 0.159392 
0.0909091 -- 0.161038 
0.0909091 -- 0.165444 
0.0909091 -- 0.174258 
0.0909091 -- 0.161429 
0.818182 -- 0.194822 
0.545455 -- 0.174459 
0 -- 0.167963 
0.272727 -- 0.165557 
0.272727 -- 0.169131 
0 -- 0.161488 
0.0909091 -- 0.164427 
0.363636 -- 0.169751 
0.0909091 -- 0.161425 
0.272727 -- 0.168892 
0.363636 -- 0.150195 
0.181818 -- 0.160469 
0.454545 -- 0.174525 
0.181818 -- 0.2041 
0.0909091 -- 0.156576 
0.272727 -- 0.157868 
0.181818 -- 0.1513 
0 -- 0.160909 
0.0909091 -- 0.161204 
0.181818 -- 0.169601 
0.272727 -- 0.155739 
0.0909091 -- 0.185352 
0 -- 0.17377 
0.0909091 -- 0.175665 
0 -- 0.155679 
0 -- 0.163621 
0 -- 0.159369 
0 -- 0.17166 
0 -- 0.159465 
0.0909091 -- 0.174224 
0.272727 -- 0.148257 
0 -- 0.159974 
0.363636 -- 0.206548 
0.0909091 -- 0.179488 
0.0909091 -- 0.165884 
0.545455 -- 0.163202 
0.181818 -- 0.175319 
0.0909091 -- 0.16405 
0.272727 -- 0.177296 
0.0909091 -- 0.175651 
0.363636 -- 0.159393 
0 -- 0.168291 
0 -- 0.169945 
0 -- 0.183229 
0.0909091 -- 0.13739 
0 -- 0.163791 
0.181818 -- 0.156137 
0 -- 0.17424 
0.0909091 -- 0.183288 
0.363636 -- 0.164342 
0.181818 -- 0.157256 
0 -- 0.172533 
0 -- 0.172669 
0 -- 0.163883 
0.272727 -- 0.175753 
0.0909091 -- 0.158487 
0.0909091 -- 0.151893 
0.0909091 -- 0.160554 
0.363636 -- 0.183276 
0.363636 -- 0.149791 
0 -- 0.163875 
0.272727 -- 0.159659 
0 -- 0.155069 
0.454545 -- 0.17252 
0.272727 -- 0.161943 
0.272727 -- 0.160002 
0 -- 0.168037 
0 -- 0.204137 
0.545455 -- 0.18006 
0.454545 -- 0.184796 
0.181818 -- 0.163404 
0.0909091 -- 0.163791 
0 -- 0.169012 
0 -- 0.163525 
0.454545 -- 0.16127 
0.0909091 -- 0.161392 
0 -- 0.161097 
0.0909091 -- 0.17312 
0.636364 -- 0.204098 
0.0909091 -- 0.162921 
0 -- 0.163255 
0 -- 0.16254 
0 -- 0.155802 
0 -- 0.161231 
0.0909091 -- 0.162269 
0.181818 -- 0.170766 
0.181818 -- 0.167383 
0 -- 0.165583 
0.181818 -- 0.183259 
0.181818 -- 0.182173 
0.181818 -- 0.15223 
0.272727 -- 0.152502 
0 -- 0.17413 
0 -- 0.182369 
0 -- 0.161925 
0.0909091 -- 0.174351 
0.0909091 -- 0.150858 
0 -- 0.210034 
0 -- 0.157421 
0.363636 -- 0.168658 
0 -- 0.158964 
0 -- 0.160292 
0.181818 -- 0.17545 
0.272727 -- 0.161057 
0.272727 -- 0.159132 
0.0909091 -- 0.162947 
0 -- 0.172328 
0 -- 0.174712 
0.545455 -- 0.161149 
0.181818 -- 0.183743 
0 -- 0.160922 
0 -- 0.177894 
0 -- 0.183305 
0.181818 -- 0.199496 
0.272727 -- 0.177805 
0.0909091 -- 0.208097 
0.363636 -- 0.173241 
0.181818 -- 0.184622 
0.454545 -- 0.164447 
0.272727 -- 0.171441 
0.181818 -- 0.182487 
0 -- 0.160869 
0 -- 0.175925 
0.181818 -- 0.168731 
0 -- 0.163398 
0 -- 0.167617 
0.545455 -- 0.195798 
0.0909091 -- 0.162116 
0 -- 0.169637 
0 -- 0.178723 
0.181818 -- 0.161496 
0 -- 0.18405 
0.181818 -- 0.174083 
0 -- 0.206242 
0 -- 0.180591 
0.181818 -- 0.174459 
0 -- 0.160824 
0.0909091 -- 0.177497 
0 -- 0.158983 
0.181818 -- 0.157968 
0.272727 -- 0.163072 
0 -- 0.164503 
0.363636 -- 0.173743 
0.0909091 -- 0.161813 
0.181818 -- 0.172725 
0 -- 0.175086 
0 -- 0.153345 
0.545455 -- 0.174209 
0.636364 -- 0.16945 
0.454545 -- 0.155308 
0.181818 -- 0.204365 
0 -- 0.164835 
0 -- 0.175615 
0.0909091 -- 0.17751 
0 -- 0.173414 
0.272727 -- 0.142635 
0 -- 0.160464 
0.181818 -- 0.160772 
0.272727 -- 0.160593 
0.272727 -- 0.161228 
0.181818 -- 0.164061 
0.0909091 -- 0.160945 
0.363636 -- 0.160233 
0.181818 -- 0.160677 
0 -- 0.165266 
0.363636 -- 0.171002 
0.0909091 -- 0.154124 
0.0909091 -- 0.168052 
0.272727 -- 0.206182 
0.0909091 -- 0.16116 
0 -- 0.160231 
0.181818 -- 0.158084 
0.272727 -- 0.15306 
0.272727 -- 0.20646 
0.272727 -- 0.1607 
0.818182 -- 0.152636 
0.454545 -- 0.175051 
0 -- 0.160169 
0.0909091 -- 0.173668 
0.636364 -- 0.16514 
0.181818 -- 0.175407 
0.363636 -- 0.162813 
0.0909091 -- 0.143301 
0 -- 0.173336 
0.363636 -- 0.157683 
0.454545 -- 0.173025 
0 -- 0.174274 
0.363636 -- 0.174252 
0 -- 0.160348 
0.181818 -- 0.172922 
0 -- 0.163618 
0.0909091 -- 0.169184 
0 -- 0.175125 
0.0909091 -- 0.161129 
0.181818 -- 0.168684 
0.545455 -- 0.174216 
0 -- 0.165111 
0.363636 -- 0.179279 
