**********
SEED 1
**********
Iteration 1	 Training error: 0.0304446
Iteration 2	 Training error: 0.0304391
Iteration 3	 Training error: 0.0304336
Iteration 4	 Training error: 0.0304284
Iteration 5	 Training error: 0.0304234
Iteration 6	 Training error: 0.0304188
Iteration 7	 Training error: 0.0304145
Iteration 8	 Training error: 0.0304106
Iteration 9	 Training error: 0.0304072
Iteration 10	 Training error: 0.030404
Iteration 11	 Training error: 0.0304012
Iteration 12	 Training error: 0.0303987
Iteration 13	 Training error: 0.0303964
Iteration 14	 Training error: 0.0303943
Iteration 15	 Training error: 0.0303924
Iteration 16	 Training error: 0.0303906
Iteration 17	 Training error: 0.030389
Iteration 18	 Training error: 0.0303874
Iteration 19	 Training error: 0.030386
Iteration 20	 Training error: 0.0303846
Iteration 21	 Training error: 0.0303832
Iteration 22	 Training error: 0.0303819
Iteration 23	 Training error: 0.0303806
Iteration 24	 Training error: 0.0303792
Iteration 25	 Training error: 0.0303779
Iteration 26	 Training error: 0.0303766
Iteration 27	 Training error: 0.0303752
Iteration 28	 Training error: 0.0303738
Iteration 29	 Training error: 0.0303724
Iteration 30	 Training error: 0.0303709
Iteration 31	 Training error: 0.0303693
Iteration 32	 Training error: 0.0303677
Iteration 33	 Training error: 0.0303659
Iteration 34	 Training error: 0.0303641
Iteration 35	 Training error: 0.0303622
Iteration 36	 Training error: 0.0303601
Iteration 37	 Training error: 0.030358
Iteration 38	 Training error: 0.0303557
Iteration 39	 Training error: 0.0303532
Iteration 40	 Training error: 0.0303505
Iteration 41	 Training error: 0.0303477
Iteration 42	 Training error: 0.0303447
Iteration 43	 Training error: 0.0303415
Iteration 44	 Training error: 0.0303382
Iteration 45	 Training error: 0.0303346
Iteration 46	 Training error: 0.0303308
Iteration 47	 Training error: 0.0303269
Iteration 48	 Training error: 0.0303229
Iteration 49	 Training error: 0.0303188
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.0303147
NETWORK WEIGHTS
===============
Layer 1 weights:
0.0909091 -- 0.166614 
0.272727 -- 0.167843 
0.363636 -- 0.15696 
0.181818 -- 0.164262 
0.454545 -- 0.174148 
0.181818 -- 0.175713 
0.0909091 -- 0.162429 
0.272727 -- 0.165149 
0.181818 -- 0.161319 
0 -- 0.166177 
0.0909091 -- 0.166504 
0.181818 -- 0.169007 
0.272727 -- 0.15925 
0.0909091 -- 0.175082 
0 -- 0.173743 
0.0909091 -- 0.172649 
0 -- 0.161927 
0 -- 0.168105 
0 -- 0.164492 
0 -- 0.172954 
0 -- 0.163528 
0.0909091 -- 0.174019 
0.272727 -- 0.160346 
0 -- 0.165761 
0.363636 -- 0.176183 
0.0909091 -- 0.174115 
0.0909091 -- 0.167326 
0.545455 -- 0.169462 
0.181818 -- 0.174482 
0.0909091 -- 0.164693 
0.272727 -- 0.172774 
0.0909091 -- 0.173435 
0.363636 -- 0.16457 
0 -- 0.166563 
0 -- 0.171793 
0 -- 0.175158 
0.0909091 -- 0.15549 
0 -- 0.168329 
0.181818 -- 0.162239 
0 -- 0.172677 
0.0909091 -- 0.175172 
0.363636 -- 0.168209 
0.181818 -- 0.161992 
0 -- 0.173329 
0 -- 0.173338 
0 -- 0.167674 
0.272727 -- 0.17393 
0.0909091 -- 0.163189 
0.0909091 -- 0.15849 
0.0909091 -- 0.165976 
0.363636 -- 0.175167 
0.363636 -- 0.156989 
0 -- 0.164472 
0.272727 -- 0.164897 
0 -- 0.159455 
0.454545 -- 0.169101 
0.272727 -- 0.168871 
0.272727 -- 0.165063 
0 -- 0.167543 
0 -- 0.175603 
0.545455 -- 0.171892 
0.454545 -- 0.172493 
0.181818 -- 0.164506 
0.0909091 -- 0.168118 
0 -- 0.166555 
0 -- 0.16723 
0.454545 -- 0.166418 
0.0909091 -- 0.166467 
0 -- 0.166373 
0.0909091 -- 0.173481 
0.636364 -- 0.17571 
0.0909091 -- 0.1672 
0 -- 0.165711 
0 -- 0.164969 
0 -- 0.15915 
0 -- 0.166403 
0.0909091 -- 0.167686 
0.181818 -- 0.167226 
0.181818 -- 0.171073 
0 -- 0.169847 
0.181818 -- 0.175164 
0.181818 -- 0.173913 
0.181818 -- 0.155337 
0.272727 -- 0.161959 
0 -- 0.173989 
0 -- 0.171958 
0 -- 0.166857 
0.0909091 -- 0.173993 
0.0909091 -- 0.16082 
0 -- 0.176632 
0 -- 0.163278 
0.363636 -- 0.171143 
0 -- 0.163969 
0 -- 0.163973 
0.181818 -- 0.17454 
0.272727 -- 0.166193 
0.272727 -- 0.164204 
0.0909091 -- 0.167484 
0 -- 0.17319 
0 -- 0.174222 
0.545455 -- 0.164088 
0.181818 -- 0.174327 
0 -- 0.166374 
0 -- 0.170953 
0 -- 0.172173 
0.181818 -- 0.174879 
0.272727 -- 0.17084 
0.0909091 -- 0.17644 
0.363636 -- 0.16977 
0.181818 -- 0.17413 
0.454545 -- 0.16857 
0.272727 -- 0.172636 
0.181818 -- 0.171989 
0 -- 0.166042 
0 -- 0.174418 
0.181818 -- 0.168727 
0 -- 0.165831 
0 -- 0.170592 
0.545455 -- 0.176894 
0.0909091 -- 0.167135 
0 -- 0.168126 
0 -- 0.173969 
0.181818 -- 0.166264 
0 -- 0.174336 
0.181818 -- 0.173956 
0 -- 0.17612 
0 -- 0.172042 
0.181818 -- 0.174076 
0 -- 0.166265 
0.0909091 -- 0.173503 
0 -- 0.162897 
0.181818 -- 0.162503 
0.272727 -- 0.167708 
0 -- 0.168789 
0.363636 -- 0.173687 
0.0909091 -- 0.167533 
0.181818 -- 0.173346 
0 -- 0.174778 
0 -- 0.156613 
0.545455 -- 0.173908 
0.636364 -- 0.171565 
0.454545 -- 0.159372 
0.181818 -- 0.175745 
0 -- 0.16844 
0 -- 0.174593 
0.0909091 -- 0.170512 
0 -- 0.173582 
0.272727 -- 0.158172 
0 -- 0.166662 
0.181818 -- 0.165769 
0.272727 -- 0.165789 
0.272727 -- 0.166469 
0.181818 -- 0.16858 
0.0909091 -- 0.166304 
0.363636 -- 0.165463 
0.181818 -- 0.16598 
0 -- 0.165807 
0.363636 -- 0.16943 
0.0909091 -- 0.160151 
0.0909091 -- 0.16607 
0.272727 -- 0.176034 
0.0909091 -- 0.166413 
0 -- 0.165507 
0.181818 -- 0.164644 
0.272727 -- 0.15837 
0.272727 -- 0.176143 
0.272727 -- 0.166547 
0.818182 -- 0.158313 
0.454545 -- 0.171147 
0 -- 0.163721 
0.0909091 -- 0.173692 
0.636364 -- 0.164899 
0.181818 -- 0.174516 
0.363636 -- 0.164297 
0.0909091 -- 0.15939 
0 -- 0.173568 
0.363636 -- 0.162851 
0.454545 -- 0.173511 
0 -- 0.174045 
0.363636 -- 0.174118 
0 -- 0.165603 
0.181818 -- 0.173349 
0 -- 0.168126 
0.0909091 -- 0.167857 
0 -- 0.172938 
0.0909091 -- 0.164838 
0.181818 -- 0.171101 
0.545455 -- 0.174055 
0 -- 0.169142 
0.363636 -- 0.174133 
0.181818 -- 0.166675 
0 -- 0.166698 
0.272727 -- 0.166618 
0.0909091 -- 0.166675 
0 -- 0.168313 
0.181818 -- 0.173796 
0.272727 -- 0.162507 
0 -- 0.175635 
0 -- 0.166031 
0.0909091 -- 0.175161 
0.363636 -- 0.16466 
0 -- 0.175176 
0.0909091 -- 0.166606 
0.454545 -- 0.166913 
0 -- 0.155955 
0.272727 -- 0.173211 
0.545455 -- 0.174474 
0.181818 -- 0.164476 
0.636364 -- 0.173979 
0 -- 0.16561 
0 -- 0.172684 
0.272727 -- 0.173239 
0 -- 0.173126 
0.181818 -- 0.167656 
0.181818 -- 0.16816 
0.181818 -- 0.166751 
0.454545 -- 0.168421 
0 -- 0.166029 
0.363636 -- 0.170492 
0.0909091 -- 0.166735 
0.363636 -- 0.163515 
0 -- 0.173856 
0.0909091 -- 0.164894 
0.0909091 -- 0.166125 
0.0909091 -- 0.165564 
0 -- 0.173264 
0.272727 -- 0.165832 
0.363636 -- 0.164982 
0.0909091 -- 0.167823 
0 -- 0.171748 
0 -- 0.170915 
0 -- 0.164732 
0.181818 -- 0.167138 
0 -- 0.168701 
0.0909091 -- 0.164341 
0.0909091 -- 0.174323 
0.0909091 -- 0.172703 
0 -- 0.16383 
0.454545 -- 0.165112 
0.181818 -- 0.171668 
0.181818 -- 0.166733 
0.0909091 -- 0.166996 
0.272727 -- 0.159947 
0.0909091 -- 0.163067 
0 -- 0.169852 
0.181818 -- 0.17074 
0 -- 0.162835 
0 -- 0.167029 
0.181818 -- 0.175608 
0 -- 0.167636 
0.181818 -- 0.167399 
0.272727 -- 0.174859 
0.181818 -- 0.164924 
0 -- 0.159459 
0.181818 -- 0.16272 
0.272727 -- 0.166214 
0.0909091 -- 0.175815 
0.0909091 -- 0.163786 
0.272727 -- 0.169595 
0.0909091 -- 0.171365 
0 -- 0.167159 
0.272727 -- 0.174662 
0.181818 -- 0.170773 
0 -- 0.174368 
0.0909091 -- 0.172057 
0.0909091 -- 0.16899 
0 -- 0.165362 
0 -- 0.174351 
0 -- 0.17231 
0.363636 -- 0.172161 
0 -- 0.173217 
0.0909091 -- 0.164349 
0 -- 0.17508 
0 -- 0.160343 
0 -- 0.163648 
0.0909091 -- 0.17444 
0.181818 -- 0.174576 
0 -- 0.16685 
0.0909091 -- 0.172144 
0.272727 -- 0.165544 
0.181818 -- 0.173807 
0.181818 -- 0.174502 
0.272727 -- 0.173395 
0.727273 -- 0.166701 
0.272727 -- 0.166503 
0.181818 -- 0.167013 
0.0909091 -- 0.174936 
0.0909091 -- 0.17516 
0.272727 -- 0.157835 
0.0909091 -- 0.167024 
0 -- 0.167232 
0.454545 -- 0.173832 
0 -- 0.167527 
0.181818 -- 0.161651 
0.181818 -- 0.172101 
0.181818 -- 0.163429 
0 -- 0.172229 
0.181818 -- 0.176803 
0 -- 0.173162 
0.545455 -- 0.173334 
0 -- 0.167543 
0.181818 -- 0.164165 
0.272727 -- 0.166498 
0.181818 -- 0.16702 
0.636364 -- 0.172044 
0.272727 -- 0.172042 
0.181818 -- 0.157067 
0 -- 0.167945 
0.272727 -- 0.1657 
0.454545 -- 0.171955 
0.363636 -- 0.168165 
0 -- 0.176246 
0.181818 -- 0.164649 
0.181818 -- 0.164715 
0 -- 0.160698 
0.0909091 -- 0.155445 
0.0909091 -- 0.170717 
0.0909091 -- 0.165952 
0.0909091 -- 0.16294 
0.0909091 -- 0.169331 
0.545455 -- 0.170442 
0.0909091 -- 0.165827 
0.181818 -- 0.173191 
0.181818 -- 0.17383 
0.454545 -- 0.170422 
0.0909091 -- 0.165377 
0.0909091 -- 0.168737 
0 -- 0.162199 
0.181818 -- 0.157756 
0.272727 -- 0.157664 
0.0909091 -- 0.163046 
0.636364 -- 0.173034 
0 -- 0.173336 
0.181818 -- 0.166364 
0.545455 -- 0.1661 
0.454545 -- 0.173948 
0.454545 -- 0.166696 
0.181818 -- 0.165241 
0.0909091 -- 0.174855 
0.0909091 -- 0.166365 
0.0909091 -- 0.16682 
0 -- 0.171074 
0 -- 0.175599 
0.181818 -- 0.166431 
0.454545 -- 0.16947 
0 -- 0.167461 
0.181818 -- 0.175869 
0 -- 0.1681 
0.0909091 -- 0.170377 
0.272727 -- 0.168602 
0 -- 0.165906 
0 -- 0.166901 
0.181818 -- 0.174396 
0.272727 -- 0.164147 
0 -- 0.166179 
0.363636 -- 0.166159 
0.272727 -- 0.16611 
0 -- 0.159024 
0.272727 -- 0.168654 
0 -- 0.15844 
0.181818 -- 0.173288 
0 -- 0.17395 
0.363636 -- 0.169549 
0.0909091 -- 0.163252 
0.0909091 -- 0.176745 
0.454545 -- 0.174144 
0.181818 -- 0.156049 
0.0909091 -- 0.175079 
0 -- 0.158436 
0.272727 -- 0.169347 
0.0909091 -- 0.167662 
0 -- 0.174029 
0 -- 0.167459 
0 -- 0.166296 
0.363636 -- 0.175419 
0 -- 0.166915 
0 -- 0.156978 
0.181818 -- 0.15733 
0.0909091 -- 0.166066 
0.181818 -- 0.161627 
0 -- 0.167722 
0.0909091 -- 0.164327 
0.454545 -- 0.172216 
0.0909091 -- 0.174299 
0 -- 0.166468 
0.0909091 -- 0.156993 
0 -- 0.16736 
0.272727 -- 0.175164 
0 -- 0.168597 
0.181818 -- 0.163469 
0.0909091 -- 0.168791 
0.272727 -- 0.166248 
0.0909091 -- 0.170664 
0.363636 -- 0.167336 
0 -- 0.162466 
0.454545 -- 0.16773 
0.181818 -- 0.170016 
0.272727 -- 0.171063 
0.363636 -- 0.164594 
0.0909091 -- 0.17229 
0.0909091 -- 0.172145 
0.0909091 -- 0.166855 
0.454545 -- 0.162116 
0 -- 0.166287 
0.545455 -- 0.176745 
0.0909091 -- 0.176561 
0.0909091 -- 0.159827 
0 -- 0.158566 
0 -- 0.166804 
0.0909091 -- 0.169285 
0.181818 -- 0.176655 
0.181818 -- 0.174308 
0 -- 0.176027 
0 -- 0.17023 
0.0909091 -- 0.173894 
0 -- 0.166745 
0.545455 -- 0.167808 
0.0909091 -- 0.169644 
0.545455 -- 0.176071 
0.181818 -- 0.157632 
0.181818 -- 0.167029 
0.0909091 -- 0.174978 
0.181818 -- 0.168383 
0.181818 -- 0.16385 
0.0909091 -- 0.176184 
0 -- 0.166963 
0.181818 -- 0.167147 
0.272727 -- 0.157373 
0 -- 0.163397 
0 -- 0.173611 
0 -- 0.173708 
0.181818 -- 0.161361 
0.181818 -- 0.171063 
0.272727 -- 0.175164 
0.454545 -- 0.165612 
0.0909091 -- 0.165777 
0.636364 -- 0.173101 
0 -- 0.163335 
0.545455 -- 0.160918 
0.181818 -- 0.173514 
0.272727 -- 0.174042 
0.363636 -- 0.17033 
0 -- 0.173183 
0.272727 -- 0.170528 
0.0909091 -- 0.165171 
0.0909091 -- 0.164726 
0 -- 0.163239 
0 -- 0.157314 
0.0909091 -- 0.175982 
0.0909091 -- 0.166457 
0.181818 -- 0.163626 
0.272727 -- 0.165832 
0.181818 -- 0.165711 
0.181818 -- 0.15847 
0 -- 0.174008 
0 -- 0.174993 
0.0909091 -- 0.176889 
0 -- 0.174227 
0 -- 0.166818 
0.545455 -- 0.172134 
0.272727 -- 0.170597 
0.0909091 -- 0.167519 
0.0909091 -- 0.164916 
0 -- 0.167158 
0.363636 -- 0.167951 
0 -- 0.159346 
0.0909091 -- 0.173169 
0 -- 0.172554 
0 -- 0.163294 
0.181818 -- 0.174183 
0.181818 -- 0.167304 
0.363636 -- 0.169849 
0.181818 -- 0.175914 
0.181818 -- 0.172713 
0.363636 -- 0.166992 
0.272727 -- 0.158465 
0.0909091 -- 0.166231 
0 -- 0.156373 
0 -- 0.175111 
0.181818 -- 0.162277 
0.0909091 -- 0.172016 
0 -- 0.166849 
0 -- 0.165271 
0 -- 0.16911 
0.0909091 -- 0.165851 
0 -- 0.166555 
0 -- 0.166318 
We end!! => Final test error: 0.0274652
**********
SEED 2
**********
Iteration 1	 Training error: 0.0305168
Iteration 2	 Training error: 0.0305038
Iteration 3	 Training error: 0.0304926
Iteration 4	 Training error: 0.0304825
Iteration 5	 Training error: 0.030473
Iteration 6	 Training error: 0.0304637
Iteration 7	 Training error: 0.0304545
Iteration 8	 Training error: 0.0304452
Iteration 9	 Training error: 0.0304356
Iteration 10	 Training error: 0.0304258
Iteration 11	 Training error: 0.0304157
Iteration 12	 Training error: 0.0304053
Iteration 13	 Training error: 0.0303949
Iteration 14	 Training error: 0.0303844
Iteration 15	 Training error: 0.030374
Iteration 16	 Training error: 0.0303639
Iteration 17	 Training error: 0.0303543
Iteration 18	 Training error: 0.0303453
Iteration 19	 Training error: 0.030337
Iteration 20	 Training error: 0.0303295
Iteration 21	 Training error: 0.0303229
Iteration 22	 Training error: 0.0303171
Iteration 23	 Training error: 0.0303121
Iteration 24	 Training error: 0.0303078
Iteration 25	 Training error: 0.0303041
Iteration 26	 Training error: 0.0303009
Iteration 27	 Training error: 0.0302979
Iteration 28	 Training error: 0.0302953
Iteration 29	 Training error: 0.0302929
Iteration 30	 Training error: 0.0302906
Iteration 31	 Training error: 0.0302885
Iteration 32	 Training error: 0.0302865
Iteration 33	 Training error: 0.0302845
Iteration 34	 Training error: 0.0302827
Iteration 35	 Training error: 0.0302809
Iteration 36	 Training error: 0.0302792
Iteration 37	 Training error: 0.0302776
Iteration 38	 Training error: 0.0302761
Iteration 39	 Training error: 0.0302746
Iteration 40	 Training error: 0.0302732
Iteration 41	 Training error: 0.0302719
Iteration 42	 Training error: 0.0302706
Iteration 43	 Training error: 0.0302693
Iteration 44	 Training error: 0.0302681
Iteration 45	 Training error: 0.030267
Iteration 46	 Training error: 0.0302659
Iteration 47	 Training error: 0.0302648
Iteration 48	 Training error: 0.0302638
Iteration 49	 Training error: 0.0302628
Iteration 50	 Training error: 0.0302618
Iteration 51	 Training error: 0.0302609
Iteration 52	 Training error: 0.03026
Iteration 53	 Training error: 0.0302591
Iteration 54	 Training error: 0.0302582
Iteration 55	 Training error: 0.0302574
Iteration 56	 Training error: 0.0302565
Iteration 57	 Training error: 0.0302557
Iteration 58	 Training error: 0.0302549
Iteration 59	 Training error: 0.0302541
Iteration 60	 Training error: 0.0302534
Iteration 61	 Training error: 0.0302526
Iteration 62	 Training error: 0.0302518
Iteration 63	 Training error: 0.0302511
Iteration 64	 Training error: 0.0302503
Iteration 65	 Training error: 0.0302496
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.0302489
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: -0.0481042 0.751847 -1.19083 -0.924315 
 Neuron 1: -0.641546 -0.366876 1.75503 -1.20241 

Layer 2 weights:
 Neuron 0: -1.46736 0.733204 -0.815219 
 Neuron 1: -0.95647 0.454474 -1.98765 

Layer 3 weights:
 Neuron 0: -1.22444 -0.784423 -1.22011 

Desired output Vs Obtained output (test)
=========================================
0.0909091 -- 0.169879 
0.0909091 -- 0.17136 
0.272727 -- 0.163016 
0.0909091 -- 0.179336 
0.272727 -- 0.187556 
0 -- 0.182486 
0.363636 -- 0.175673 
0 -- 0.159138 
0.272727 -- 0.179602 
0.0909091 -- 0.185811 
0.181818 -- 0.183908 
0 -- 0.161724 
0.636364 -- 0.170902 
0 -- 0.160826 
0.272727 -- 0.16904 
0 -- 0.158414 
0.363636 -- 0.17806 
0.0909091 -- 0.162494 
0.0909091 -- 0.160044 
0.272727 -- 0.18624 
0 -- 0.160791 
0 -- 0.165461 
0.636364 -- 0.166148 
0.363636 -- 0.159779 
0.454545 -- 0.163849 
0.272727 -- 0.161577 
0.0909091 -- 0.157761 
0.0909091 -- 0.18548 
0.272727 -- 0.177933 
0.0909091 -- 0.146028 
0 -- 0.196313 
0.181818 -- 0.1548 
0.363636 -- 0.171792 
0.181818 -- 0.172078 
0.181818 -- 0.160322 
0 -- 0.147233 
0 -- 0.177751 
0 -- 0.15911 
0.272727 -- 0.159457 
0 -- 0.166732 
0.0909091 -- 0.162483 
0.0909091 -- 0.161756 
0.272727 -- 0.156215 
0.363636 -- 0.156714 
0.272727 -- 0.153169 
0.0909091 -- 0.164632 
0.0909091 -- 0.156851 
0.0909091 -- 0.159223 
0.0909091 -- 0.166314 
0.0909091 -- 0.177842 
0.0909091 -- 0.165169 
0.818182 -- 0.193571 
0.545455 -- 0.178012 
0 -- 0.1696 
0.272727 -- 0.171105 
0.272727 -- 0.171443 
0 -- 0.160938 
0.0909091 -- 0.170665 
0.363636 -- 0.172277 
0.0909091 -- 0.159935 
0.272727 -- 0.172735 
0.363636 -- 0.147542 
0.181818 -- 0.163422 
0.454545 -- 0.178156 
0.181818 -- 0.195585 
0.0909091 -- 0.159275 
0.272727 -- 0.158019 
0.181818 -- 0.164998 
0 -- 0.159121 
0.0909091 -- 0.15973 
0.181818 -- 0.172766 
0.272727 -- 0.150562 
0.0909091 -- 0.187646 
0 -- 0.177297 
0.0909091 -- 0.179231 
0 -- 0.158278 
0 -- 0.163549 
0 -- 0.156469 
0 -- 0.174632 
0 -- 0.159427 
0.0909091 -- 0.177852 
0.272727 -- 0.149937 
0 -- 0.158412 
0.363636 -- 0.196579 
0.0909091 -- 0.182944 
0.0909091 -- 0.171637 
0.545455 -- 0.1668 
0.181818 -- 0.179109 
0.0909091 -- 0.17032 
0.272727 -- 0.180786 
0.0909091 -- 0.179336 
0.363636 -- 0.156565 
0 -- 0.172528 
0 -- 0.172507 
0 -- 0.18623 
0.0909091 -- 0.147118 
0 -- 0.16397 
0.181818 -- 0.165597 
0 -- 0.177789 
0.0909091 -- 0.186278 
0.363636 -- 0.164922 
0.181818 -- 0.154713 
0 -- 0.176163 
0 -- 0.175852 
0 -- 0.16431 
0.272727 -- 0.179393 
0.0909091 -- 0.157457 
0.0909091 -- 0.15131 
0.0909091 -- 0.158777 
0.363636 -- 0.186267 
0.363636 -- 0.147839 
0 -- 0.169795 
0.272727 -- 0.157011 
0 -- 0.150428 
0.454545 -- 0.176089 
0.272727 -- 0.165294 
0.272727 -- 0.157292 
0 -- 0.17196 
0 -- 0.195414 
0.545455 -- 0.182987 
0.454545 -- 0.18613 
0.181818 -- 0.169936 
0.0909091 -- 0.163478 
0 -- 0.174403 
0 -- 0.163977 
0.454545 -- 0.159676 
0.0909091 -- 0.159645 
0 -- 0.159581 
0.0909091 -- 0.176607 
0.636364 -- 0.195573 
0.0909091 -- 0.162615 
0 -- 0.16698 
0 -- 0.165129 
0 -- 0.150522 
0 -- 0.159495 
0.0909091 -- 0.162726 
0.181818 -- 0.175863 
0.181818 -- 0.170007 
0 -- 0.16641 
0.181818 -- 0.186254 
0.181818 -- 0.185148 
0.181818 -- 0.146252 
0.272727 -- 0.152584 
0 -- 0.177745 
0 -- 0.184677 
0 -- 0.160292 
0.0909091 -- 0.177901 
0.0909091 -- 0.16362 
0 -- 0.197656 
0 -- 0.154615 
0.363636 -- 0.170848 
0 -- 0.155785 
0 -- 0.169252 
0.181818 -- 0.179277 
0.272727 -- 0.1607 
0.272727 -- 0.155909 
0.0909091 -- 0.162582 
0 -- 0.175555 
0 -- 0.178377 
0.545455 -- 0.162931 
0.181818 -- 0.186262 
0 -- 0.159467 
0 -- 0.180963 
0 -- 0.185189 
0.181818 -- 0.193985 
0.272727 -- 0.180886 
0.0909091 -- 0.197141 
0.363636 -- 0.178596 
0.181818 -- 0.186747 
0.454545 -- 0.164477 
0.272727 -- 0.174432 
0.181818 -- 0.184614 
0 -- 0.15888 
0 -- 0.179691 
0.181818 -- 0.171789 
0 -- 0.167361 
0 -- 0.169297 
0.545455 -- 0.194075 
0.0909091 -- 0.161217 
0 -- 0.173603 
0 -- 0.182292 
0.181818 -- 0.160369 
0 -- 0.186459 
0.181818 -- 0.177699 
0 -- 0.196426 
0 -- 0.183225 
0.181818 -- 0.178072 
0 -- 0.159339 
0.0909091 -- 0.181144 
0 -- 0.161732 
0.181818 -- 0.157456 
0.272727 -- 0.162464 
0 -- 0.164941 
0.363636 -- 0.177165 
0.0909091 -- 0.162407 
0.181818 -- 0.176092 
0 -- 0.178871 
0 -- 0.147551 
0.545455 -- 0.177755 
0.636364 -- 0.171923 
0.454545 -- 0.150465 
0.181818 -- 0.195647 
0 -- 0.165457 
0 -- 0.179356 
0.0909091 -- 0.180814 
0 -- 0.176845 
0.272727 -- 0.151591 
0 -- 0.160752 
0.181818 -- 0.159453 
0.272727 -- 0.158434 
0.272727 -- 0.159706 
0.181818 -- 0.164529 
0.0909091 -- 0.159342 
0.363636 -- 0.157907 
0.181818 -- 0.159522 
0 -- 0.169415 
0.363636 -- 0.174246 
0.0909091 -- 0.156536 
0.0909091 -- 0.173289 
0.272727 -- 0.196259 
0.0909091 -- 0.159646 
0 -- 0.157977 
0.181818 -- 0.157091 
0.272727 -- 0.14886 
0.272727 -- 0.196494 
0.272727 -- 0.160647 
0.818182 -- 0.149131 
0.454545 -- 0.178367 
0 -- 0.162095 
0.0909091 -- 0.177221 
0.636364 -- 0.170733 
