**********
SEED 1
**********
Iteration 1	 Training error: 0.309209
Iteration 88	 Training error: 0.00926665
Iteration 89	 Training error: 0.00908792
Iteration 90	 Training error: 0.00891504
Iteration 91	 Training error: 0.00874775
Iteration 92	 Training error: 0.0085858
Iteration 93	 Training error: 0.00842896
Iteration 94	 Training error: 0.008277
Iteration 95	 Training error: 0.00812972
Iteration 96	 Training error: 0.00798693
Iteration 97	 Training error: 0.00784842
Iteration 98	 Training error: 0.00771402
Iteration 99	 Training error: 0.00758358
Iteration 100	 Training error: 0.00745691
Iteration 101	 Training error: 0.00733389
Iteration 102	 Training error: 0.00721435
Iteration 103	 Training error: 0.00709816
Iteration 104	 Training error: 0.0069852
Iteration 105	 Training error: 0.00687534
Iteration 106	 Training error: 0.00676846
Iteration 107	 Training error: 0.00666445
Iteration 108	 Training error: 0.0065632
Iteration 109	 Training error: 0.00646461
Iteration 110	 Training error: 0.00636859
Iteration 111	 Training error: 0.00627503
Iteration 112	 Training error: 0.00618386
Iteration 113	 Training error: 0.00609499
Iteration 114	 Training error: 0.00600834
Iteration 115	 Training error: 0.00592382
Iteration 116	 Training error: 0.00584138
Iteration 117	 Training error: 0.00576093
Iteration 118	 Training error: 0.00568241
Iteration 119	 Training error: 0.00560575
Iteration 120	 Training error: 0.0055309
Iteration 121	 Training error: 0.00545779
Iteration 122	 Training error: 0.00538636
Iteration 123	 Training error: 0.00531657
Iteration 124	 Training error: 0.00524836
Iteration 125	 Training error: 0.00518169
Iteration 126	 Training error: 0.00511649
Iteration 127	 Training error: 0.00505273
Iteration 128	 Training error: 0.00499036
Iteration 129	 Training error: 0.00492934
Iteration 130	 Training error: 0.00486963
Iteration 131	 Training error: 0.00481119
Iteration 132	 Training error: 0.00475398
Iteration 133	 Training error: 0.00469796
Iteration 134	 Training error: 0.0046431
Iteration 135	 Training error: 0.00458938
Iteration 136	 Training error: 0.00453674
Iteration 137	 Training error: 0.00448517
Iteration 138	 Training error: 0.00443463
Iteration 139	 Training error: 0.00438509
Iteration 140	 Training error: 0.00433653
Iteration 141	 Training error: 0.00428891
Iteration 142	 Training error: 0.00424222
Iteration 143	 Training error: 0.00419643
Iteration 144	 Training error: 0.0041515
Iteration 145	 Training error: 0.00410743
Iteration 146	 Training error: 0.00406419
Iteration 147	 Training error: 0.00402175
Iteration 148	 Training error: 0.00398009
Iteration 149	 Training error: 0.0039392
Iteration 150	 Training error: 0.00389905
Iteration 151	 Training error: 0.00385962
Iteration 152	 Training error: 0.0038209
Iteration 153	 Training error: 0.00378287
Iteration 154	 Training error: 0.00374551
Iteration 155	 Training error: 0.00370881
Iteration 156	 Training error: 0.00367274
Iteration 157	 Training error: 0.0036373
Iteration 158	 Training error: 0.00360246
Iteration 159	 Training error: 0.00356822
Iteration 160	 Training error: 0.00353455
Iteration 161	 Training error: 0.00350145
Iteration 162	 Training error: 0.0034689
Iteration 163	 Training error: 0.00343689
Iteration 164	 Training error: 0.0034054
Iteration 165	 Training error: 0.00337443
Iteration 166	 Training error: 0.00334396
Iteration 167	 Training error: 0.00331398
Iteration 168	 Training error: 0.00328448
Iteration 169	 Training error: 0.00325544
Iteration 170	 Training error: 0.00322686
Iteration 171	 Training error: 0.00319874
Iteration 172	 Training error: 0.00317104
Iteration 173	 Training error: 0.00314378
Iteration 174	 Training error: 0.00311693
Iteration 175	 Training error: 0.0030905
Iteration 176	 Training error: 0.00306446
Iteration 177	 Training error: 0.00303882
Iteration 178	 Training error: 0.00301356
Iteration 179	 Training error: 0.00298867
Iteration 180	 Training error: 0.00296415
Iteration 181	 Training error: 0.00293999
Iteration 182	 Training error: 0.00291619
Iteration 183	 Training error: 0.00289273
Iteration 184	 Training error: 0.0028696
Iteration 185	 Training error: 0.00284681
Iteration 186	 Training error: 0.00282434
Iteration 187	 Training error: 0.00280219
Iteration 188	 Training error: 0.00278035
Iteration 189	 Training error: 0.00275882
Iteration 190	 Training error: 0.00273759
Iteration 191	 Training error: 0.00271664
Iteration 192	 Training error: 0.00269599
Iteration 193	 Training error: 0.00267562
Iteration 194	 Training error: 0.00265552
Iteration 195	 Training error: 0.00263569
Iteration 196	 Training error: 0.00261613
Iteration 197	 Training error: 0.00259684
Iteration 198	 Training error: 0.00257779
Iteration 199	 Training error: 0.002559
Iteration 200	 Training error: 0.00254045
Iteration 201	 Training error: 0.00252215
Iteration 202	 Training error: 0.00250408
Iteration 203	 Training error: 0.00248625
Iteration 204	 Training error: 0.00246864
Iteration 205	 Training error: 0.00245126
Iteration 206	 Training error: 0.0024341
Iteration 207	 Training error: 0.00241715
Iteration 208	 Training error: 0.00240042
Iteration 209	 Training error: 0.00238389
Iteration 210	 Training error: 0.00236757
Iteration 211	 Training error: 0.00235145
Iteration 212	 Training error: 0.00233553
Iteration 213	 Training error: 0.00231981
Iteration 214	 Training error: 0.00230427
Iteration 215	 Training error: 0.00228892
Iteration 216	 Training error: 0.00227376
Iteration 217	 Training error: 0.00225878
Iteration 218	 Training error: 0.00224397
Iteration 219	 Training error: 0.00222934
Iteration 220	 Training error: 0.00221489
Iteration 221	 Training error: 0.0022006
Iteration 222	 Training error: 0.00218648
Iteration 223	 Training error: 0.00217252
Iteration 224	 Training error: 0.00215872
Iteration 225	 Training error: 0.00214508
Iteration 226	 Training error: 0.0021316
Iteration 227	 Training error: 0.00211827
Iteration 228	 Training error: 0.00210509
Iteration 229	 Training error: 0.00209206
Iteration 230	 Training error: 0.00207917
Iteration 231	 Training error: 0.00206643
Iteration 232	 Training error: 0.00205383
Iteration 233	 Training error: 0.00204137
Iteration 234	 Training error: 0.00202904
Iteration 235	 Training error: 0.00201685
Iteration 236	 Training error: 0.0020048
Iteration 237	 Training error: 0.00199287
Iteration 238	 Training error: 0.00198107
Iteration 239	 Training error: 0.0019694
Iteration 240	 Training error: 0.00195785
Iteration 241	 Training error: 0.00194643
Iteration 242	 Training error: 0.00193512
Iteration 243	 Training error: 0.00192394
Iteration 244	 Training error: 0.00191287
Iteration 245	 Training error: 0.00190192
Iteration 246	 Training error: 0.00189108
Iteration 247	 Training error: 0.00188035
Iteration 248	 Training error: 0.00186973
Iteration 249	 Training error: 0.00185922
Iteration 250	 Training error: 0.00184882
Iteration 251	 Training error: 0.00183853
Iteration 252	 Training error: 0.00182834
Iteration 253	 Training error: 0.00181825
Iteration 254	 Training error: 0.00180826
Iteration 255	 Training error: 0.00179837
Iteration 256	 Training error: 0.00178858
Iteration 257	 Training error: 0.00177889
Iteration 258	 Training error: 0.00176929
Iteration 259	 Training error: 0.00175979
Iteration 260	 Training error: 0.00175038
Iteration 261	 Training error: 0.00174106
Iteration 262	 Training error: 0.00173183
Iteration 263	 Training error: 0.00172269
Iteration 264	 Training error: 0.00171364
Iteration 265	 Training error: 0.00170467
Iteration 266	 Training error: 0.00169579
Iteration 267	 Training error: 0.00168699
Iteration 268	 Training error: 0.00167828
Iteration 269	 Training error: 0.00166964
Iteration 270	 Training error: 0.00166109
Iteration 271	 Training error: 0.00165262
Iteration 272	 Training error: 0.00164423
Iteration 273	 Training error: 0.00163591
Iteration 274	 Training error: 0.00162767
Iteration 275	 Training error: 0.00161951
Iteration 276	 Training error: 0.00161142
Iteration 277	 Training error: 0.00160341
Iteration 278	 Training error: 0.00159546
Iteration 279	 Training error: 0.00158759
Iteration 280	 Training error: 0.00157979
Iteration 281	 Training error: 0.00157206
Iteration 282	 Training error: 0.0015644
Iteration 283	 Training error: 0.00155681
Iteration 284	 Training error: 0.00154928
Iteration 285	 Training error: 0.00154182
Iteration 286	 Training error: 0.00153443
Iteration 287	 Training error: 0.0015271
Iteration 288	 Training error: 0.00151983
Iteration 289	 Training error: 0.00151263
Iteration 290	 Training error: 0.00150549
Iteration 291	 Training error: 0.00149841
Iteration 292	 Training error: 0.00149139
Iteration 293	 Training error: 0.00148443
Iteration 294	 Training error: 0.00147753
Iteration 295	 Training error: 0.00147069
Iteration 296	 Training error: 0.00146391
Iteration 297	 Training error: 0.00145718
Iteration 298	 Training error: 0.00145051
Iteration 299	 Training error: 0.0014439
Iteration 300	 Training error: 0.00143734
Iteration 301	 Training error: 0.00143083
Iteration 302	 Training error: 0.00142438
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00141799
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: 0.682256 0.214877 0.499418 
 Neuron 1: 0.248953 0.565306 -0.338958 
 Neuron 2: -0.849015 0.872303 -0.911642 
 Neuron 3: 0.100387 -0.0461435 0.255978 
 Neuron 4: -0.276204 -0.0480265 0.893159 
 Neuron 5: 0.767176 -0.0099965 0.360255 
 Neuron 6: -0.707387 -0.107372 -0.925658 
 Neuron 7: -1.30852 -1.37836 1.30516 
 Neuron 8: -0.698285 -0.222826 -0.741211 
 Neuron 9: -0.931698 1.07319 -0.783184 
 Neuron 10: 0.245547 0.648258 0.296698 
 Neuron 11: -0.413371 0.273682 0.0500918 
 Neuron 12: 0.266671 0.9976 -0.457222 
 Neuron 13: 0.569462 -0.258467 0.624203 
 Neuron 14: -0.515759 0.83589 -0.648165 
 Neuron 15: -0.0312668 0.518925 0.784302 
 Neuron 16: -1.26067 1.30462 1.12195 
 Neuron 17: -0.960264 -0.847401 0.666655 
 Neuron 18: 0.873148 -0.572155 -0.956941 
 Neuron 19: -1.14387 0.829486 -1.13238 
 Neuron 20: -0.347168 0.865162 0.708899 
 Neuron 21: 0.811494 -0.62319 0.526896 
 Neuron 22: -0.346028 0.607563 0.250958 
 Neuron 23: 0.324876 0.0264414 -0.920316 
 Neuron 24: -1.22904 1.37093 1.35748 
 Neuron 25: 0.842477 -0.808704 0.891475 
 Neuron 26: 0.336517 -0.332313 0.442726 
 Neuron 27: -0.687687 0.21461 0.787504 
 Neuron 28: 1.30307 -1.28935 -1.30365 
 Neuron 29: 0.745945 -0.12735 0.0857997 
 Neuron 30: 0.938188 0.327241 0.414187 
 Neuron 31: 0.844365 0.512176 0.900106 
 Neuron 32: 0.011063 0.546882 0.271015 
 Neuron 33: 0.817737 -0.109742 -0.57767 
 Neuron 34: 1.34821 1.3605 -1.28553 
 Neuron 35: 0.763277 0.346608 -0.2134 
 Neuron 36: 0.0967276 -0.416831 0.508737 
 Neuron 37: -0.366753 -0.0202431 -0.549653 
 Neuron 38: -0.633548 -0.390395 -0.070787 
 Neuron 39: 0.387587 -0.66405 0.898023 
 Neuron 40: -1.07572 -0.990563 -0.829584 
 Neuron 41: -0.228634 0.935112 0.790025 
 Neuron 42: 0.313659 -0.168234 0.440795 
 Neuron 43: -0.38833 -0.468952 -0.576993 
 Neuron 44: -0.0244812 -0.460265 -0.661527 
 Neuron 45: 0.818199 -0.937485 0.898109 
 Neuron 46: -0.482153 0.10381 -0.659439 
 Neuron 47: 0.903031 -0.896349 0.16854 
 Neuron 48: -1.38447 -1.40058 1.36005 
 Neuron 49: 0.61109 0.500702 0.971568 
 Neuron 50: 0.720662 0.851022 -0.95428 
 Neuron 51: -0.826135 0.455158 -0.937704 
 Neuron 52: -0.904575 -0.736486 0.424367 
 Neuron 53: 0.635917 0.164393 0.515775 
 Neuron 54: -0.721885 -0.240653 0.899623 
 Neuron 55: -1.50799 1.50271 -1.54554 
 Neuron 56: 1.02086 -0.931042 0.787442 
 Neuron 57: -1.27934 -1.34909 1.26389 
 Neuron 58: -0.151343 -0.592218 -0.640248 
 Neuron 59: -0.226774 0.82211 0.638222 
 Neuron 60: -0.295706 0.13283 0.178693 
 Neuron 61: -0.561192 0.607239 -0.953062 
 Neuron 62: 0.136909 0.545216 -0.393558 
 Neuron 63: 0.9869 -0.350634 0.823591 
 Neuron 64: 0.706541 0.615307 -0.989705 
 Neuron 65: 1.09853 1.11892 1.19202 
 Neuron 66: 1.22481 1.17462 1.28355 
 Neuron 67: 1.67924 1.67503 1.69973 
 Neuron 68: 0.343414 0.132205 -0.660038 
 Neuron 69: 0.24712 0.405911 -0.695188 
 Neuron 70: 0.565053 -0.632746 0.585691 
 Neuron 71: -0.529073 0.379657 -0.320031 
 Neuron 72: -1.26679 -1.25685 -1.32723 
 Neuron 73: 0.128245 -0.567844 0.128225 
 Neuron 74: -0.416878 0.935599 -0.614807 
 Neuron 75: 0.360666 0.580932 -0.793928 
 Neuron 76: -0.470718 0.526428 0.983428 
 Neuron 77: -0.548628 -0.660711 0.787676 
 Neuron 78: 0.143687 -1.02852 -0.331133 
 Neuron 79: 0.937203 1.10319 -0.982171 
 Neuron 80: 0.341321 -0.0266245 -0.02907 
 Neuron 81: -1.15392 1.12647 -1.22949 
 Neuron 82: 0.508097 -1.00865 -0.498149 
 Neuron 83: 0.284781 0.312856 0.187271 
 Neuron 84: -0.324107 -0.635005 0.235074 
 Neuron 85: 0.0763473 0.307549 -0.300978 
 Neuron 86: 1.3261 -1.31689 1.41445 
 Neuron 87: 0.733811 0.762839 -0.75708 
 Neuron 88: -0.0288157 -0.810403 -0.466961 
 Neuron 89: 1.05262 0.936269 -1.06566 
 Neuron 90: -0.809221 -0.425167 0.318794 
 Neuron 91: 0.0409668 0.202131 -0.429157 
 Neuron 92: 0.4643 -0.240298 -0.104661 
 Neuron 93: 0.0651778 0.87773 -0.761044 
 Neuron 94: 0.594957 0.187108 -0.523573 
 Neuron 95: -0.396693 0.968786 0.894687 
 Neuron 96: 0.392967 0.029022 -0.725766 
 Neuron 97: 0.301946 -0.139099 0.478224 
 Neuron 98: 1.01299 0.969583 0.899998 
 Neuron 99: -0.926821 0.961344 0.810069 

Layer 2 weights:
 Neuron 0: -0.329913 0.812065 0.580514 1.14423 0.0190947 0.129478 -0.575492 -0.310159 1.68783 -0.103179 0.59992 0.690817 -0.0202732 -0.515702 -0.669351 0.599602 0.259627 -1.4734 0.696933 0.538577 1.14117 -0.0516474 -0.753415 -0.623382 0.0714856 -1.64905 -1.04807 -0.31099 -0.400789 1.77404 0.79485 0.391377 0.826204 0.54915 0.135084 -1.42005 -0.250842 0.280486 0.262166 -0.400522 -0.730309 -1.15051 -0.681659 0.254163 -0.311678 -0.248559 -0.792791 -0.538845 -0.142459 1.83663 0.427667 -0.831195 0.606503 0.72476 0.0716412 -0.197287 1.94925 -0.466858 1.26106 -0.428327 -0.142266 -0.150199 0.907917 -0.23453 -0.579184 -0.619725 1.18341 1.20701 2.25717 -0.263375 0.496743 -0.826512 -0.0224333 -1.64826 0.592181 0.663349 -0.505445 -0.939739 0.933135 0.584288 -1.34768 -0.050603 1.61969 0.732108 -0.520524 0.115168 0.701961 -1.69123 -1.03297 -0.0800468 -0.986631 0.46261 0.625288 -0.559185 -0.560659 -0.737167 -0.439165 0.496626 0.339284 0.634026 -1.1689 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.962385 
0 -- 0.0371175 
1 -- 0.96217 
0 -- 0.0380562 
We end!! => Final test error: 0.00141799
**********
SEED 2
**********
Iteration 1	 Training error: 0.499306
Iteration 2	 Training error: 0.499288
Iteration 3	 Training error: 0.499264
Iteration 4	 Training error: 0.499237
Iteration 5	 Training error: 0.499205
Iteration 6	 Training error: 0.499169
Iteration 7	 Training error: 0.49913
Iteration 8	 Training error: 0.499086
Iteration 9	 Training error: 0.499037
Iteration 10	 Training error: 0.498982
Iteration 11	 Training error: 0.498922
Iteration 12	 Training error: 0.498853
Iteration 13	 Training error: 0.498776
Iteration 14	 Training error: 0.498689
Iteration 15	 Training error: 0.498589
Iteration 16	 Training error: 0.498473
Iteration 17	 Training error: 0.498338
Iteration 18	 Training error: 0.498179
Iteration 19	 Training error: 0.497989
Iteration 20	 Training error: 0.497758
Iteration 21	 Training error: 0.497473
Iteration 22	 Training error: 0.497114
Iteration 23	 Training error: 0.496648
Iteration 24	 Training error: 0.496025
Iteration 25	 Training error: 0.495158
Iteration 26	 Training error: 0.493884
Iteration 27	 Training error: 0.491877
Iteration 28	 Training error: 0.48838
Iteration 29	 Training error: 0.481302
Iteration 30	 Training error: 0.46314
Iteration 31	 Training error: 0.39747
Iteration 32	 Training error: 0.271314
Iteration 33	 Training error: 0.317664
Iteration 34	 Training error: 0.268058
Iteration 35	 Training error: 0.274171
Iteration 36	 Training error: 0.249475
Iteration 37	 Training error: 0.237153
Iteration 38	 Training error: 0.218021
Iteration 39	 Training error: 0.197967
Iteration 40	 Training error: 0.183515
Iteration 41	 Training error: 0.181831
Iteration 42	 Training error: 0.169782
Iteration 43	 Training error: 0.161852
Iteration 44	 Training error: 0.155656
Iteration 45	 Training error: 0.145116
Iteration 46	 Training error: 0.137292
Iteration 47	 Training error: 0.131399
Iteration 48	 Training error: 0.123997
Iteration 49	 Training error: 0.11702
Iteration 50	 Training error: 0.111115
Iteration 51	 Training error: 0.104978
Iteration 52	 Training error: 0.0990146
Iteration 53	 Training error: 0.0937408
Iteration 54	 Training error: 0.0885735
Iteration 55	 Training error: 0.0835166
Iteration 56	 Training error: 0.0789366
Iteration 57	 Training error: 0.0746377
Iteration 58	 Training error: 0.0704924
Iteration 59	 Training error: 0.0666529
Iteration 60	 Training error: 0.0630908
Iteration 61	 Training error: 0.0597149
Iteration 62	 Training error: 0.0565505
Iteration 63	 Training error: 0.0536163
Iteration 64	 Training error: 0.0508732
Iteration 65	 Training error: 0.0482982
Iteration 66	 Training error: 0.0458978
Iteration 67	 Training error: 0.0436633
Iteration 68	 Training error: 0.0415743
Iteration 69	 Training error: 0.0396197
Iteration 70	 Training error: 0.0377947
Iteration 71	 Training error: 0.0360902
Iteration 72	 Training error: 0.034495
Iteration 73	 Training error: 0.0330004
Iteration 74	 Training error: 0.0316004
Iteration 75	 Training error: 0.0302884
Iteration 76	 Training error: 0.0290573
Iteration 77	 Training error: 0.0279007
Iteration 78	 Training error: 0.0268134
Iteration 79	 Training error: 0.0257906
Iteration 80	 Training error: 0.0248275
Iteration 81	 Training error: 0.0239197
Iteration 82	 Training error: 0.0230631
Iteration 83	 Training error: 0.0222542
Iteration 84	 Training error: 0.0214897
Iteration 85	 Training error: 0.0207664
Iteration 86	 Training error: 0.0200816
Iteration 87	 Training error: 0.0194325
Iteration 88	 Training error: 0.0188168
Iteration 89	 Training error: 0.0182323
Iteration 90	 Training error: 0.0176768
Iteration 91	 Training error: 0.0171486
Iteration 92	 Training error: 0.0166459
Iteration 93	 Training error: 0.016167
Iteration 94	 Training error: 0.0157105
Iteration 95	 Training error: 0.0152749
Iteration 96	 Training error: 0.0148592
Iteration 97	 Training error: 0.0144619
Iteration 98	 Training error: 0.0140821
Iteration 99	 Training error: 0.0137186
Iteration 100	 Training error: 0.0133707
Iteration 101	 Training error: 0.0130373
Iteration 102	 Training error: 0.0127178
Iteration 103	 Training error: 0.0124112
Iteration 104	 Training error: 0.0121169
Iteration 105	 Training error: 0.0118342
Iteration 106	 Training error: 0.0115626
Iteration 107	 Training error: 0.0113014
Iteration 108	 Training error: 0.01105
Iteration 109	 Training error: 0.0108081
Iteration 110	 Training error: 0.0105751
Iteration 111	 Training error: 0.0103505
Iteration 112	 Training error: 0.0101339
Iteration 113	 Training error: 0.00992506
Iteration 114	 Training error: 0.00972346
Iteration 115	 Training error: 0.0095288
Iteration 116	 Training error: 0.00934074
Iteration 117	 Training error: 0.00915899
Iteration 118	 Training error: 0.00898325
Iteration 119	 Training error: 0.00881325
Iteration 120	 Training error: 0.00864874
Iteration 121	 Training error: 0.00848947
Iteration 122	 Training error: 0.00833521
Iteration 123	 Training error: 0.00818574
Iteration 124	 Training error: 0.00804087
Iteration 125	 Training error: 0.00790038
Iteration 126	 Training error: 0.00776412
Iteration 127	 Training error: 0.00763188
Iteration 128	 Training error: 0.00750352
Iteration 129	 Training error: 0.00737888
Iteration 130	 Training error: 0.0072578
Iteration 131	 Training error: 0.00714015
Iteration 132	 Training error: 0.00702579
Iteration 133	 Training error: 0.0069146
Iteration 134	 Training error: 0.00680644
Iteration 135	 Training error: 0.00670122
Iteration 136	 Training error: 0.00659881
Iteration 137	 Training error: 0.00649911
Iteration 138	 Training error: 0.00640203
Iteration 139	 Training error: 0.00630746
Iteration 140	 Training error: 0.00621532
Iteration 141	 Training error: 0.00612552
Iteration 142	 Training error: 0.00603798
Iteration 143	 Training error: 0.00595261
Iteration 144	 Training error: 0.00586935
Iteration 145	 Training error: 0.00578812
Iteration 146	 Training error: 0.00570885
Iteration 147	 Training error: 0.00563147
Iteration 148	 Training error: 0.00555593
Iteration 149	 Training error: 0.00548216
Iteration 150	 Training error: 0.0054101
Iteration 151	 Training error: 0.0053397
Iteration 152	 Training error: 0.0052709
Iteration 153	 Training error: 0.00520366
Iteration 154	 Training error: 0.00513792
Iteration 155	 Training error: 0.00507363
Iteration 156	 Training error: 0.00501076
Iteration 157	 Training error: 0.00494926
Iteration 158	 Training error: 0.00488908
Iteration 159	 Training error: 0.00483019
Iteration 160	 Training error: 0.00477255
Iteration 161	 Training error: 0.00471612
Iteration 162	 Training error: 0.00466086
Iteration 163	 Training error: 0.00460675
Iteration 164	 Training error: 0.00455374
Iteration 165	 Training error: 0.00450181
Iteration 166	 Training error: 0.00445092
Iteration 167	 Training error: 0.00440105
Iteration 168	 Training error: 0.00435216
Iteration 169	 Training error: 0.00430423
Iteration 170	 Training error: 0.00425724
Iteration 171	 Training error: 0.00421115
Iteration 172	 Training error: 0.00416595
Iteration 173	 Training error: 0.00412161
Iteration 174	 Training error: 0.0040781
Iteration 175	 Training error: 0.0040354
Iteration 176	 Training error: 0.0039935
Iteration 177	 Training error: 0.00395237
Iteration 178	 Training error: 0.00391199
Iteration 179	 Training error: 0.00387234
Iteration 180	 Training error: 0.0038334
Iteration 181	 Training error: 0.00379516
Iteration 182	 Training error: 0.0037576
Iteration 183	 Training error: 0.0037207
Iteration 184	 Training error: 0.00368444
Iteration 185	 Training error: 0.00364881
Iteration 186	 Training error: 0.0036138
Iteration 187	 Training error: 0.00357938
Iteration 188	 Training error: 0.00354555
Iteration 189	 Training error: 0.00351228
Iteration 190	 Training error: 0.00347957
Iteration 191	 Training error: 0.00344741
Iteration 192	 Training error: 0.00341577
Iteration 193	 Training error: 0.00338465
Iteration 194	 Training error: 0.00335404
Iteration 195	 Training error: 0.00332392
Iteration 196	 Training error: 0.00329429
Iteration 197	 Training error: 0.00326512
Iteration 198	 Training error: 0.00323642
Iteration 199	 Training error: 0.00320817
Iteration 200	 Training error: 0.00318036
Iteration 201	 Training error: 0.00315298
Iteration 202	 Training error: 0.00312602
Iteration 203	 Training error: 0.00309947
Iteration 204	 Training error: 0.00307333
Iteration 205	 Training error: 0.00304758
Iteration 206	 Training error: 0.00302222
Iteration 207	 Training error: 0.00299724
Iteration 208	 Training error: 0.00297262
Iteration 209	 Training error: 0.00294837
Iteration 210	 Training error: 0.00292447
Iteration 211	 Training error: 0.00290093
Iteration 212	 Training error: 0.00287772
Iteration 213	 Training error: 0.00285484
Iteration 214	 Training error: 0.00283229
Iteration 215	 Training error: 0.00281006
Iteration 216	 Training error: 0.00278814
Iteration 217	 Training error: 0.00276653
Iteration 218	 Training error: 0.00274522
Iteration 219	 Training error: 0.00272421
Iteration 220	 Training error: 0.00270348
Iteration 221	 Training error: 0.00268304
Iteration 222	 Training error: 0.00266288
Iteration 223	 Training error: 0.00264299
Iteration 224	 Training error: 0.00262336
Iteration 225	 Training error: 0.002604
Iteration 226	 Training error: 0.00258489
Iteration 227	 Training error: 0.00256604
Iteration 228	 Training error: 0.00254744
Iteration 229	 Training error: 0.00252908
Iteration 230	 Training error: 0.00251095
Iteration 231	 Training error: 0.00249306
Iteration 232	 Training error: 0.0024754
Iteration 233	 Training error: 0.00245797
Iteration 234	 Training error: 0.00244076
Iteration 235	 Training error: 0.00242376
Iteration 236	 Training error: 0.00240698
Iteration 237	 Training error: 0.00239041
Iteration 238	 Training error: 0.00237404
Iteration 239	 Training error: 0.00235787
Iteration 240	 Training error: 0.00234191
Iteration 241	 Training error: 0.00232614
Iteration 242	 Training error: 0.00231056
Iteration 243	 Training error: 0.00229517
Iteration 244	 Training error: 0.00227996
Iteration 245	 Training error: 0.00226494
Iteration 246	 Training error: 0.0022501
Iteration 247	 Training error: 0.00223543
Iteration 248	 Training error: 0.00222093
Iteration 249	 Training error: 0.00220661
Iteration 250	 Training error: 0.00219245
Iteration 251	 Training error: 0.00217846
Iteration 252	 Training error: 0.00216462
Iteration 253	 Training error: 0.00215095
Iteration 254	 Training error: 0.00213743
Iteration 255	 Training error: 0.00212407
Iteration 256	 Training error: 0.00211086
Iteration 257	 Training error: 0.0020978
Iteration 258	 Training error: 0.00208488
Iteration 259	 Training error: 0.00207211
Iteration 260	 Training error: 0.00205948
