**********
SEED 1
**********
Iteration 1	 Training error: 0.406744
Iteration 91	 Training error: 0.0107225
Iteration 92	 Training error: 0.0105096
Iteration 93	 Training error: 0.0103038
Iteration 94	 Training error: 0.0101048
Iteration 95	 Training error: 0.0099122
Iteration 96	 Training error: 0.00972581
Iteration 97	 Training error: 0.00954533
Iteration 98	 Training error: 0.00937051
Iteration 99	 Training error: 0.0092011
Iteration 100	 Training error: 0.00903688
Iteration 101	 Training error: 0.00887763
Iteration 102	 Training error: 0.00872314
Iteration 103	 Training error: 0.00857321
Iteration 104	 Training error: 0.00842768
Iteration 105	 Training error: 0.00828635
Iteration 106	 Training error: 0.00814906
Iteration 107	 Training error: 0.00801565
Iteration 108	 Training error: 0.00788598
Iteration 109	 Training error: 0.00775989
Iteration 110	 Training error: 0.00763726
Iteration 111	 Training error: 0.00751795
Iteration 112	 Training error: 0.00740184
Iteration 113	 Training error: 0.0072888
Iteration 114	 Training error: 0.00717874
Iteration 115	 Training error: 0.00707153
Iteration 116	 Training error: 0.00696708
Iteration 117	 Training error: 0.00686529
Iteration 118	 Training error: 0.00676606
Iteration 119	 Training error: 0.00666931
Iteration 120	 Training error: 0.00657496
Iteration 121	 Training error: 0.0064829
Iteration 122	 Training error: 0.00639308
Iteration 123	 Training error: 0.00630542
Iteration 124	 Training error: 0.00621984
Iteration 125	 Training error: 0.00613627
Iteration 126	 Training error: 0.00605465
Iteration 127	 Training error: 0.00597492
Iteration 128	 Training error: 0.00589701
Iteration 129	 Training error: 0.00582087
Iteration 130	 Training error: 0.00574644
Iteration 131	 Training error: 0.00567367
Iteration 132	 Training error: 0.0056025
Iteration 133	 Training error: 0.00553289
Iteration 134	 Training error: 0.00546479
Iteration 135	 Training error: 0.00539816
Iteration 136	 Training error: 0.00533294
Iteration 137	 Training error: 0.0052691
Iteration 138	 Training error: 0.0052066
Iteration 139	 Training error: 0.00514539
Iteration 140	 Training error: 0.00508545
Iteration 141	 Training error: 0.00502672
Iteration 142	 Training error: 0.00496919
Iteration 143	 Training error: 0.00491281
Iteration 144	 Training error: 0.00485756
Iteration 145	 Training error: 0.0048034
Iteration 146	 Training error: 0.00475029
Iteration 147	 Training error: 0.00469822
Iteration 148	 Training error: 0.00464715
Iteration 149	 Training error: 0.00459706
Iteration 150	 Training error: 0.00454792
Iteration 151	 Training error: 0.00449971
Iteration 152	 Training error: 0.00445239
Iteration 153	 Training error: 0.00440596
Iteration 154	 Training error: 0.00436037
Iteration 155	 Training error: 0.00431562
Iteration 156	 Training error: 0.00427168
Iteration 157	 Training error: 0.00422853
Iteration 158	 Training error: 0.00418615
Iteration 159	 Training error: 0.00414452
Iteration 160	 Training error: 0.00410363
Iteration 161	 Training error: 0.00406344
Iteration 162	 Training error: 0.00402396
Iteration 163	 Training error: 0.00398515
Iteration 164	 Training error: 0.003947
Iteration 165	 Training error: 0.00390951
Iteration 166	 Training error: 0.00387264
Iteration 167	 Training error: 0.00383639
Iteration 168	 Training error: 0.00380074
Iteration 169	 Training error: 0.00376568
Iteration 170	 Training error: 0.00373119
Iteration 171	 Training error: 0.00369727
Iteration 172	 Training error: 0.00366389
Iteration 173	 Training error: 0.00363105
Iteration 174	 Training error: 0.00359873
Iteration 175	 Training error: 0.00356692
Iteration 176	 Training error: 0.00353562
Iteration 177	 Training error: 0.0035048
Iteration 178	 Training error: 0.00347446
Iteration 179	 Training error: 0.00344459
Iteration 180	 Training error: 0.00341517
Iteration 181	 Training error: 0.00338621
Iteration 182	 Training error: 0.00335768
Iteration 183	 Training error: 0.00332958
Iteration 184	 Training error: 0.0033019
Iteration 185	 Training error: 0.00327463
Iteration 186	 Training error: 0.00324776
Iteration 187	 Training error: 0.00322128
Iteration 188	 Training error: 0.0031952
Iteration 189	 Training error: 0.00316948
Iteration 190	 Training error: 0.00314414
Iteration 191	 Training error: 0.00311916
Iteration 192	 Training error: 0.00309454
Iteration 193	 Training error: 0.00307026
Iteration 194	 Training error: 0.00304632
Iteration 195	 Training error: 0.00302272
Iteration 196	 Training error: 0.00299944
Iteration 197	 Training error: 0.00297649
Iteration 198	 Training error: 0.00295385
Iteration 199	 Training error: 0.00293152
Iteration 200	 Training error: 0.00290949
Iteration 201	 Training error: 0.00288776
Iteration 202	 Training error: 0.00286632
Iteration 203	 Training error: 0.00284516
Iteration 204	 Training error: 0.00282428
Iteration 205	 Training error: 0.00280368
Iteration 206	 Training error: 0.00278335
Iteration 207	 Training error: 0.00276329
Iteration 208	 Training error: 0.00274348
Iteration 209	 Training error: 0.00272393
Iteration 210	 Training error: 0.00270462
Iteration 211	 Training error: 0.00268557
Iteration 212	 Training error: 0.00266675
Iteration 213	 Training error: 0.00264818
Iteration 214	 Training error: 0.00262983
Iteration 215	 Training error: 0.00261172
Iteration 216	 Training error: 0.00259382
Iteration 217	 Training error: 0.00257615
Iteration 218	 Training error: 0.0025587
Iteration 219	 Training error: 0.00254146
Iteration 220	 Training error: 0.00252442
Iteration 221	 Training error: 0.0025076
Iteration 222	 Training error: 0.00249097
Iteration 223	 Training error: 0.00247455
Iteration 224	 Training error: 0.00245831
Iteration 225	 Training error: 0.00244227
Iteration 226	 Training error: 0.00242642
Iteration 227	 Training error: 0.00241076
Iteration 228	 Training error: 0.00239528
Iteration 229	 Training error: 0.00237997
Iteration 230	 Training error: 0.00236485
Iteration 231	 Training error: 0.00234989
Iteration 232	 Training error: 0.00233511
Iteration 233	 Training error: 0.00232049
Iteration 234	 Training error: 0.00230604
Iteration 235	 Training error: 0.00229176
Iteration 236	 Training error: 0.00227763
Iteration 237	 Training error: 0.00226366
Iteration 238	 Training error: 0.00224984
Iteration 239	 Training error: 0.00223618
Iteration 240	 Training error: 0.00222267
Iteration 241	 Training error: 0.0022093
Iteration 242	 Training error: 0.00219608
Iteration 243	 Training error: 0.00218301
Iteration 244	 Training error: 0.00217007
Iteration 245	 Training error: 0.00215727
Iteration 246	 Training error: 0.00214461
Iteration 247	 Training error: 0.00213209
Iteration 248	 Training error: 0.00211969
Iteration 249	 Training error: 0.00210743
Iteration 250	 Training error: 0.00209529
Iteration 251	 Training error: 0.00208329
Iteration 252	 Training error: 0.0020714
Iteration 253	 Training error: 0.00205964
Iteration 254	 Training error: 0.002048
Iteration 255	 Training error: 0.00203648
Iteration 256	 Training error: 0.00202508
Iteration 257	 Training error: 0.00201379
Iteration 258	 Training error: 0.00200262
Iteration 259	 Training error: 0.00199155
Iteration 260	 Training error: 0.0019806
Iteration 261	 Training error: 0.00196976
Iteration 262	 Training error: 0.00195903
Iteration 263	 Training error: 0.0019484
Iteration 264	 Training error: 0.00193788
Iteration 265	 Training error: 0.00192746
Iteration 266	 Training error: 0.00191714
Iteration 267	 Training error: 0.00190693
Iteration 268	 Training error: 0.00189681
Iteration 269	 Training error: 0.00188679
Iteration 270	 Training error: 0.00187686
Iteration 271	 Training error: 0.00186703
Iteration 272	 Training error: 0.0018573
Iteration 273	 Training error: 0.00184765
Iteration 274	 Training error: 0.0018381
Iteration 275	 Training error: 0.00182864
Iteration 276	 Training error: 0.00181926
Iteration 277	 Training error: 0.00180997
Iteration 278	 Training error: 0.00180077
Iteration 279	 Training error: 0.00179166
Iteration 280	 Training error: 0.00178262
Iteration 281	 Training error: 0.00177368
Iteration 282	 Training error: 0.00176481
Iteration 283	 Training error: 0.00175602
Iteration 284	 Training error: 0.00174731
Iteration 285	 Training error: 0.00173869
Iteration 286	 Training error: 0.00173013
Iteration 287	 Training error: 0.00172166
Iteration 288	 Training error: 0.00171326
Iteration 289	 Training error: 0.00170494
Iteration 290	 Training error: 0.00169669
Iteration 291	 Training error: 0.00168851
Iteration 292	 Training error: 0.0016804
Iteration 293	 Training error: 0.00167237
Iteration 294	 Training error: 0.0016644
Iteration 295	 Training error: 0.00165651
Iteration 296	 Training error: 0.00164868
Iteration 297	 Training error: 0.00164092
Iteration 298	 Training error: 0.00163323
Iteration 299	 Training error: 0.0016256
Iteration 300	 Training error: 0.00161803
Iteration 301	 Training error: 0.00161054
Iteration 302	 Training error: 0.0016031
Iteration 303	 Training error: 0.00159573
Iteration 304	 Training error: 0.00158842
Iteration 305	 Training error: 0.00158117
Iteration 306	 Training error: 0.00157398
Iteration 307	 Training error: 0.00156685
Iteration 308	 Training error: 0.00155978
Iteration 309	 Training error: 0.00155277
Iteration 310	 Training error: 0.00154581
Iteration 311	 Training error: 0.00153891
Iteration 312	 Training error: 0.00153207
Iteration 313	 Training error: 0.00152529
Iteration 314	 Training error: 0.00151855
Iteration 315	 Training error: 0.00151188
Iteration 316	 Training error: 0.00150525
Iteration 317	 Training error: 0.00149868
Iteration 318	 Training error: 0.00149217
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.0014857
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: 0.649391 -0.1198 0.54815 
 Neuron 1: 1.71495 1.72705 -1.72055 
 Neuron 2: -0.698087 0.80985 -0.740194 
 Neuron 3: 0.0902227 0.0384391 0.271127 
 Neuron 4: -0.470378 -0.39072 0.954757 
 Neuron 5: 1.16431 1.03117 1.04921 
 Neuron 6: -1.28412 1.2093 -1.34921 
 Neuron 7: -1.51711 -1.53061 1.52859 
 Neuron 8: -0.702793 0.191534 -0.727324 
 Neuron 9: -1.77246 1.80158 -1.7677 
 Neuron 10: 0.45506 0.830058 0.49263 
 Neuron 11: -0.417573 0.292062 -0.031931 
 Neuron 12: -0.0111725 0.936335 -0.418783 
 Neuron 13: 0.714577 -0.525072 0.699862 
 Neuron 14: -0.832942 1.06005 -0.887984 
 Neuron 15: 0.331752 0.647629 0.829848 
 Neuron 16: -1.34767 1.33002 1.22362 
 Neuron 17: -0.985095 -0.835421 0.709568 
 Neuron 18: 0.743963 0.248594 -0.855349 
 Neuron 19: -0.977628 0.191699 -0.875942 
 Neuron 20: -1.44512 1.49165 1.48081 
 Neuron 21: 0.687188 -0.445897 -0.0907693 
 Neuron 22: -0.279918 0.494956 0.125992 
 Neuron 23: 0.46295 0.336868 -0.959614 
 Neuron 24: -0.960499 1.14047 1.16029 
 Neuron 25: 1.19783 -1.21995 1.20905 
 Neuron 26: 0.231029 -0.246794 0.355923 
 Neuron 27: -0.726342 0.371496 0.79311 
 Neuron 28: 0.763734 -0.550934 -0.687338 
 Neuron 29: 0.803829 -0.407042 0.453282 
 Neuron 30: 1.19205 1.01987 1.02549 
 Neuron 31: 1.04443 -0.892213 1.10278 
 Neuron 32: -0.194044 0.622868 0.355615 
 Neuron 33: 0.853604 -0.347959 -0.648321 
 Neuron 34: 1.85587 1.85252 -1.84959 
 Neuron 35: 0.764394 0.311033 -0.214361 
 Neuron 36: 0.203153 -0.421054 0.564674 
 Neuron 37: -0.533726 0.384421 -0.623778 
 Neuron 38: -0.62023 -0.446991 0.0199923 
 Neuron 39: 0.20916 -0.698017 0.800274 
 Neuron 40: -1.02175 -0.95473 0.752213 
 Neuron 41: 0.716283 1.03791 0.961709 
 Neuron 42: 1.05323 -1.05854 1.081 
 Neuron 43: -0.552045 -0.6397 -0.698349 
 Neuron 44: 0.258621 -0.536321 -0.715786 
 Neuron 45: 0.162427 -0.605994 0.455606 
 Neuron 46: -0.513108 0.0971931 -0.785572 
 Neuron 47: 0.91161 -0.90288 -0.254123 
 Neuron 48: -0.686609 -0.574151 0.631054 
 Neuron 49: 0.47921 0.332389 0.932775 
 Neuron 50: 0.79564 0.863841 -1.03209 
 Neuron 51: -0.883203 0.575237 -0.948978 
 Neuron 52: -1.15366 -1.07374 -0.956124 
 Neuron 53: 0.674402 0.324996 0.573746 
 Neuron 54: -0.555835 -0.107011 0.746613 
 Neuron 55: -0.645091 0.802525 -0.796089 
 Neuron 56: 1.06071 -0.988476 0.887097 
 Neuron 57: -1.53854 -1.56077 1.53836 
 Neuron 58: 0.376981 -0.690189 -0.732603 
 Neuron 59: -0.65012 0.939973 0.83921 
 Neuron 60: -0.300284 0.114567 0.17919 
 Neuron 61: -0.23077 0.433135 -0.811428 
 Neuron 62: -0.0453772 0.526732 -0.386158 
 Neuron 63: 1.16716 0.869784 1.05756 

Layer 2 weights:
 Neuron 0: 0.414093 0.081338 -2.36316 0.832308 0.618863 0.912524 1.33057 1.50612 2.04486 0.425026 2.42751 1.08298 0.318529 0.0298568 -0.871246 1.1104 0.790041 -1.60135 0.718379 -0.533011 0.271635 -1.74027 0.307863 -0.371973 -0.516851 -1.13294 -1.62624 0.144552 -0.653871 0.533504 -0.261008 1.43296 -1.04779 0.0185853 0.511916 -2.51728 -0.170834 0.00486858 0.905821 -0.120608 -0.405492 0.992686 0.600218 -1.54653 -0.632002 0.240927 0.358876 -0.3041 0.342199 0.29499 0.191484 -0.889527 0.701528 -1.24916 0.36964 -0.548152 0.395137 -0.62126 1.77165 0.388522 -0.677959 -0.653459 0.287677 0.241329 1.02354 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.961237 
0 -- 0.0382862 
1 -- 0.961331 
0 -- 0.038459 
We end!! => Final test error: 0.0014857
**********
SEED 2
**********
Iteration 1	 Training error: 0.2803
Iteration 2	 Training error: 0.272878
Iteration 3	 Training error: 0.268497
Iteration 4	 Training error: 0.260687
Iteration 5	 Training error: 0.251445
Iteration 6	 Training error: 0.24345
Iteration 7	 Training error: 0.236688
Iteration 8	 Training error: 0.231393
Iteration 9	 Training error: 0.224987
Iteration 10	 Training error: 0.219157
Iteration 11	 Training error: 0.213702
Iteration 12	 Training error: 0.208321
Iteration 13	 Training error: 0.202355
Iteration 14	 Training error: 0.196386
Iteration 15	 Training error: 0.190765
Iteration 16	 Training error: 0.185292
Iteration 17	 Training error: 0.179642
Iteration 18	 Training error: 0.173959
Iteration 19	 Training error: 0.168401
Iteration 20	 Training error: 0.162881
Iteration 21	 Training error: 0.15729
Iteration 22	 Training error: 0.15171
Iteration 23	 Training error: 0.146216
Iteration 24	 Training error: 0.140767
Iteration 25	 Training error: 0.135338
Iteration 26	 Training error: 0.129977
Iteration 27	 Training error: 0.124718
Iteration 28	 Training error: 0.119552
Iteration 29	 Training error: 0.114481
Iteration 30	 Training error: 0.10953
Iteration 31	 Training error: 0.104717
Iteration 32	 Training error: 0.10004
Iteration 33	 Training error: 0.0955075
Iteration 34	 Training error: 0.0911316
Iteration 35	 Training error: 0.0869196
Iteration 36	 Training error: 0.0828727
Iteration 37	 Training error: 0.0789932
Iteration 38	 Training error: 0.0752845
Iteration 39	 Training error: 0.0717471
Iteration 40	 Training error: 0.0683786
Iteration 41	 Training error: 0.0651761
Iteration 42	 Training error: 0.0621367
Iteration 43	 Training error: 0.0592563
Iteration 44	 Training error: 0.0565295
Iteration 45	 Training error: 0.0539506
Iteration 46	 Training error: 0.0515135
Iteration 47	 Training error: 0.0492123
Iteration 48	 Training error: 0.0470404
Iteration 49	 Training error: 0.0449912
Iteration 50	 Training error: 0.0430582
Iteration 51	 Training error: 0.0412351
Iteration 52	 Training error: 0.0395157
Iteration 53	 Training error: 0.0378939
Iteration 54	 Training error: 0.0363638
Iteration 55	 Training error: 0.0349199
Iteration 56	 Training error: 0.0335568
Iteration 57	 Training error: 0.0322696
Iteration 58	 Training error: 0.0310535
Iteration 59	 Training error: 0.0299039
Iteration 60	 Training error: 0.0288166
Iteration 61	 Training error: 0.0277876
Iteration 62	 Training error: 0.0268133
Iteration 63	 Training error: 0.0258902
Iteration 64	 Training error: 0.025015
Iteration 65	 Training error: 0.0241846
Iteration 66	 Training error: 0.0233964
Iteration 67	 Training error: 0.0226475
Iteration 68	 Training error: 0.0219356
Iteration 69	 Training error: 0.0212585
Iteration 70	 Training error: 0.0206138
Iteration 71	 Training error: 0.0199998
Iteration 72	 Training error: 0.0194145
Iteration 73	 Training error: 0.0188563
Iteration 74	 Training error: 0.0183235
Iteration 75	 Training error: 0.0178146
Iteration 76	 Training error: 0.0173282
Iteration 77	 Training error: 0.0168632
Iteration 78	 Training error: 0.0164181
Iteration 79	 Training error: 0.015992
Iteration 80	 Training error: 0.0155838
Iteration 81	 Training error: 0.0151924
Iteration 82	 Training error: 0.0148171
Iteration 83	 Training error: 0.0144568
Iteration 84	 Training error: 0.0141108
Iteration 85	 Training error: 0.0137784
Iteration 86	 Training error: 0.0134589
Iteration 87	 Training error: 0.0131515
Iteration 88	 Training error: 0.0128557
Iteration 89	 Training error: 0.0125709
Iteration 90	 Training error: 0.0122965
Iteration 91	 Training error: 0.0120321
Iteration 92	 Training error: 0.0117771
Iteration 93	 Training error: 0.0115311
Iteration 94	 Training error: 0.0112937
Iteration 95	 Training error: 0.0110645
Iteration 96	 Training error: 0.010843
Iteration 97	 Training error: 0.010629
Iteration 98	 Training error: 0.010422
Iteration 99	 Training error: 0.0102219
Iteration 100	 Training error: 0.0100282
Iteration 101	 Training error: 0.00984064
Iteration 102	 Training error: 0.00965905
Iteration 103	 Training error: 0.00948312
Iteration 104	 Training error: 0.00931262
Iteration 105	 Training error: 0.00914732
Iteration 106	 Training error: 0.00898699
Iteration 107	 Training error: 0.00883144
Iteration 108	 Training error: 0.00868048
Iteration 109	 Training error: 0.0085339
Iteration 110	 Training error: 0.00839155
Iteration 111	 Training error: 0.00825325
Iteration 112	 Training error: 0.00811885
Iteration 113	 Training error: 0.00798819
Iteration 114	 Training error: 0.00786113
Iteration 115	 Training error: 0.00773753
Iteration 116	 Training error: 0.00761727
Iteration 117	 Training error: 0.00750022
Iteration 118	 Training error: 0.00738627
Iteration 119	 Training error: 0.00727529
Iteration 120	 Training error: 0.00716718
Iteration 121	 Training error: 0.00706185
Iteration 122	 Training error: 0.00695918
Iteration 123	 Training error: 0.00685909
Iteration 124	 Training error: 0.00676149
Iteration 125	 Training error: 0.00666629
Iteration 126	 Training error: 0.00657341
Iteration 127	 Training error: 0.00648278
Iteration 128	 Training error: 0.00639431
Iteration 129	 Training error: 0.00630793
Iteration 130	 Training error: 0.00622358
Iteration 131	 Training error: 0.00614119
Iteration 132	 Training error: 0.0060607
Iteration 133	 Training error: 0.00598204
Iteration 134	 Training error: 0.00590516
Iteration 135	 Training error: 0.00583
Iteration 136	 Training error: 0.00575651
Iteration 137	 Training error: 0.00568464
Iteration 138	 Training error: 0.00561433
Iteration 139	 Training error: 0.00554554
Iteration 140	 Training error: 0.00547822
Iteration 141	 Training error: 0.00541233
Iteration 142	 Training error: 0.00534783
Iteration 143	 Training error: 0.00528468
Iteration 144	 Training error: 0.00522283
Iteration 145	 Training error: 0.00516225
Iteration 146	 Training error: 0.0051029
Iteration 147	 Training error: 0.00504475
Iteration 148	 Training error: 0.00498777
Iteration 149	 Training error: 0.00493191
Iteration 150	 Training error: 0.00487716
Iteration 151	 Training error: 0.00482347
Iteration 152	 Training error: 0.00477082
Iteration 153	 Training error: 0.00471919
Iteration 154	 Training error: 0.00466854
Iteration 155	 Training error: 0.00461884
Iteration 156	 Training error: 0.00457008
Iteration 157	 Training error: 0.00452223
Iteration 158	 Training error: 0.00447526
Iteration 159	 Training error: 0.00442915
Iteration 160	 Training error: 0.00438388
Iteration 161	 Training error: 0.00433943
Iteration 162	 Training error: 0.00429578
Iteration 163	 Training error: 0.0042529
Iteration 164	 Training error: 0.00421078
Iteration 165	 Training error: 0.0041694
Iteration 166	 Training error: 0.00412874
Iteration 167	 Training error: 0.00408878
Iteration 168	 Training error: 0.0040495
Iteration 169	 Training error: 0.0040109
Iteration 170	 Training error: 0.00397294
Iteration 171	 Training error: 0.00393563
Iteration 172	 Training error: 0.00389893
Iteration 173	 Training error: 0.00386285
Iteration 174	 Training error: 0.00382736
Iteration 175	 Training error: 0.00379244
Iteration 176	 Training error: 0.00375809
Iteration 177	 Training error: 0.0037243
Iteration 178	 Training error: 0.00369105
Iteration 179	 Training error: 0.00365832
Iteration 180	 Training error: 0.00362611
Iteration 181	 Training error: 0.00359441
Iteration 182	 Training error: 0.0035632
Iteration 183	 Training error: 0.00353247
Iteration 184	 Training error: 0.00350222
Iteration 185	 Training error: 0.00347242
Iteration 186	 Training error: 0.00344308
Iteration 187	 Training error: 0.00341418
Iteration 188	 Training error: 0.00338572
Iteration 189	 Training error: 0.00335768
Iteration 190	 Training error: 0.00333005
Iteration 191	 Training error: 0.00330283
Iteration 192	 Training error: 0.003276
Iteration 193	 Training error: 0.00324957
Iteration 194	 Training error: 0.00322352
Iteration 195	 Training error: 0.00319784
Iteration 196	 Training error: 0.00317253
Iteration 197	 Training error: 0.00314757
Iteration 198	 Training error: 0.00312297
Iteration 199	 Training error: 0.00309871
Iteration 200	 Training error: 0.00307479
Iteration 201	 Training error: 0.0030512
Iteration 202	 Training error: 0.00302793
Iteration 203	 Training error: 0.00300498
Iteration 204	 Training error: 0.00298235
Iteration 205	 Training error: 0.00296002
Iteration 206	 Training error: 0.00293799
Iteration 207	 Training error: 0.00291625
Iteration 208	 Training error: 0.0028948
Iteration 209	 Training error: 0.00287364
Iteration 210	 Training error: 0.00285275
Iteration 211	 Training error: 0.00283214
Iteration 212	 Training error: 0.00281179
Iteration 213	 Training error: 0.00279171
Iteration 214	 Training error: 0.00277188
Iteration 215	 Training error: 0.00275231
Iteration 216	 Training error: 0.00273298
Iteration 217	 Training error: 0.0027139
Iteration 218	 Training error: 0.00269506
Iteration 219	 Training error: 0.00267646
Iteration 220	 Training error: 0.00265808
Iteration 221	 Training error: 0.00263994
Iteration 222	 Training error: 0.00262201
Iteration 223	 Training error: 0.00260431
Iteration 224	 Training error: 0.00258682
Iteration 225	 Training error: 0.00256954
Iteration 226	 Training error: 0.00255247
Iteration 227	 Training error: 0.00253561
Iteration 228	 Training error: 0.00251894
Iteration 229	 Training error: 0.00250248
Iteration 230	 Training error: 0.00248621
Iteration 231	 Training error: 0.00247012
Iteration 232	 Training error: 0.00245423
Iteration 233	 Training error: 0.00243852
Iteration 234	 Training error: 0.00242299
Iteration 235	 Training error: 0.00240764
Iteration 236	 Training error: 0.00239247
Iteration 237	 Training error: 0.00237747
Iteration 238	 Training error: 0.00236264
Iteration 239	 Training error: 0.00234798
Iteration 240	 Training error: 0.00233348
Iteration 241	 Training error: 0.00231914
Iteration 242	 Training error: 0.00230496
Iteration 243	 Training error: 0.00229094
Iteration 244	 Training error: 0.00227707
Iteration 245	 Training error: 0.00226336
Iteration 246	 Training error: 0.00224979
Iteration 247	 Training error: 0.00223637
Iteration 248	 Training error: 0.0022231
Iteration 249	 Training error: 0.00220997
Iteration 250	 Training error: 0.00219698
Iteration 251	 Training error: 0.00218413
Iteration 252	 Training error: 0.00217141
Iteration 253	 Training error: 0.00215883
Iteration 254	 Training error: 0.00214638
Iteration 255	 Training error: 0.00213406
Iteration 256	 Training error: 0.00212187
Iteration 257	 Training error: 0.0021098
Iteration 258	 Training error: 0.00209786
Iteration 259	 Training error: 0.00208605
Iteration 260	 Training error: 0.00207435
Iteration 261	 Training error: 0.00206277
Iteration 262	 Training error: 0.00205131
Iteration 263	 Training error: 0.00203996
Iteration 264	 Training error: 0.00202873
Iteration 265	 Training error: 0.00201761
Iteration 266	 Training error: 0.0020066
Iteration 267	 Training error: 0.0019957
Iteration 268	 Training error: 0.00198491
Iteration 269	 Training error: 0.00197423
Iteration 270	 Training error: 0.00196364
Iteration 271	 Training error: 0.00195317
Iteration 272	 Training error: 0.00194279
Iteration 273	 Training error: 0.00193251
Iteration 274	 Training error: 0.00192233
Iteration 275	 Training error: 0.00191225
Iteration 276	 Training error: 0.00190227
Iteration 277	 Training error: 0.00189238
Iteration 278	 Training error: 0.00188258
Iteration 279	 Training error: 0.00187288
Iteration 280	 Training error: 0.00186327
Iteration 281	 Training error: 0.00185374
Iteration 282	 Training error: 0.00184431
Iteration 283	 Training error: 0.00183496
Iteration 284	 Training error: 0.0018257
Iteration 285	 Training error: 0.00181653
Iteration 286	 Training error: 0.00180744
Iteration 287	 Training error: 0.00179843
Iteration 288	 Training error: 0.0017895
Iteration 289	 Training error: 0.00178065
Iteration 290	 Training error: 0.00177189
Iteration 291	 Training error: 0.0017632
Iteration 292	 Training error: 0.00175459
Iteration 293	 Training error: 0.00174606
Iteration 294	 Training error: 0.0017376
Iteration 295	 Training error: 0.00172921
Iteration 296	 Training error: 0.0017209
Iteration 297	 Training error: 0.00171267
Iteration 298	 Training error: 0.0017045
Iteration 299	 Training error: 0.00169641
Iteration 300	 Training error: 0.00168839
Iteration 301	 Training error: 0.00168043
Iteration 302	 Training error: 0.00167254
Iteration 303	 Training error: 0.00166473
Iteration 304	 Training error: 0.00165697
Iteration 305	 Training error: 0.00164929
